Country,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,total_vaccinations,vaccinated,fully_vaccinated,people_vaccinated_per_hundred,population,Date,A_Date
A,Afghanistan,1,0,0,0,0,0,0,0,0,38928341,2020-02-25,2020-02-15
A,Afghanistan,1,0,0,0,0,0,0,0,0,38928341,2020-02-29,2020-02-15
A,Afghanistan,4,0,0,0,0,0,0,0,0,38928341,2020-03-05,2020-03-15
A,Afghanistan,8,1,0,0,0,0,0,0,0,38928341,2020-03-10,2020-03-15
A,Afghanistan,16,1,0,0,0,0,0,0,0,38928341,2020-03-15,2020-03-15
A,Afghanistan,29,4,0,0,0,0,0,0,0,38928341,2020-03-20,2020-03-15
A,Afghanistan,76,33,2,1,0,0,0,0,0,38928341,2020-03-25,2020-03-15
A,Afghanistan,146,28,4,0,0,0,0,0,0,38928341,2020-03-30,2020-03-15
A,Afghanistan,338,38,12,2,0,0,0,0,0,38928341,2020-04-05,2020-04-15
A,Afghanistan,532,47,18,1,0,0,0,0,0,38928341,2020-04-10,2020-04-15
A,Afghanistan,785,70,29,6,0,0,0,0,0,38928341,2020-04-15,2020-04-15
A,Afghanistan,1027,30,36,3,0,0,0,0,0,38928341,2020-04-20,2020-04-15
A,Afghanistan,1464,133,47,4,0,0,0,0,0,38928341,2020-04-25,2020-04-15
A,Afghanistan,2127,187,64,3,0,0,0,0,0,38928341,2020-04-30,2020-04-15
A,Afghanistan,3225,330,95,5,0,0,0,0,0,38928341,2020-05-05,2020-05-15
A,Afghanistan,4403,361,120,5,0,0,0,0,0,38928341,2020-05-10,2020-05-15
A,Afghanistan,6054,414,153,17,0,0,0,0,0,38928341,2020-05-15,2020-05-15
A,Afghanistan,8146,492,188,10,0,0,0,0,0,38928341,2020-05-20,2020-05-15
A,Afghanistan,11176,591,220,1,0,0,0,0,0,38928341,2020-05-25,2020-05-15
A,Afghanistan,14528,866,250,3,0,0,0,0,0,38928341,2020-05-30,2020-05-15
A,Afghanistan,18972,915,313,9,0,0,0,0,0,38928341,2020-06-05,2020-06-15
A,Afghanistan,22146,684,409,21,0,0,0,0,0,38928341,2020-06-10,2020-06-15
A,Afghanistan,25531,761,482,7,0,0,0,0,0,38928341,2020-06-15,2020-06-15
A,Afghanistan,28428,546,573,21,0,0,0,0,0,38928341,2020-06-20,2020-06-15
A,Afghanistan,30165,460,674,36,0,0,0,0,0,38928341,2020-06-25,2020-06-15
A,Afghanistan,31507,279,752,12,0,0,0,0,0,38928341,2020-06-30,2020-06-15
A,Afghanistan,32941,279,866,38,0,0,0,0,0,38928341,2020-07-05,2020-07-15
A,Afghanistan,34184,286,973,14,0,0,0,0,0,38928341,2020-07-10,2020-07-15
A,Afghanistan,34984,254,1096,32,0,0,0,0,0,38928341,2020-07-15,2020-07-15
A,Afghanistan,35493,40,1185,2,0,0,0,0,0,38928341,2020-07-20,2020-07-15
A,Afghanistan,36026,48,1249,22,0,0,0,0,0,38928341,2020-07-25,2020-07-15
A,Afghanistan,36532,69,1283,10,0,0,0,0,0,38928341,2020-07-30,2020-07-15
A,Afghanistan,36820,47,1296,6,0,0,0,0,0,38928341,2020-08-05,2020-08-15
A,Afghanistan,37153,70,1329,8,0,0,0,0,0,38928341,2020-08-10,2020-08-15
A,Afghanistan,37542,45,1371,1,0,0,0,0,0,38928341,2020-08-15,2020-08-15
A,Afghanistan,37852,102,1386,2,0,0,0,0,0,38928341,2020-08-20,2020-08-15
A,Afghanistan,38061,16,1398,8,0,0,0,0,0,38928341,2020-08-25,2020-08-15
A,Afghanistan,38155,22,1403,0,0,0,0,0,0,38928341,2020-08-30,2020-08-15
A,Afghanistan,38324,20,1410,0,0,0,0,0,0,38928341,2020-09-05,2020-09-15
A,Afghanistan,38572,28,1421,0,0,0,0,0,0,38928341,2020-09-10,2020-09-15
A,Afghanistan,38815,43,1428,1,0,0,0,0,0,38928341,2020-09-15,2020-09-15
A,Afghanistan,39044,125,1443,4,0,0,0,0,0,38928341,2020-09-20,2020-09-15
A,Afghanistan,39186,16,1453,0,0,0,0,0,0,38928341,2020-09-25,2020-09-15
A,Afghanistan,39268,14,1460,0,0,0,0,0,0,38928341,2020-09-30,2020-10-15
A,Afghanistan,39422,81,1468,4,0,0,0,0,0,38928341,2020-10-05,2020-10-15
A,Afghanistan,39703,10,1475,1,0,0,0,0,0,38928341,2020-10-10,2020-10-15
A,Afghanistan,40026,32,1483,0,0,0,0,0,0,38928341,2020-10-15,2020-10-15
A,Afghanistan,40369,82,1501,2,0,0,0,0,0,38928341,2020-10-20,2020-10-15
A,Afghanistan,40833,65,1516,3,0,0,0,0,0,38928341,2020-10-25,2020-10-15
A,Afghanistan,41334,66,1535,1,0,0,0,0,0,38928341,2020-10-30,2020-10-15
A,Afghanistan,41935,121,1557,6,0,0,0,0,0,38928341,2020-11-05,2020-11-15
A,Afghanistan,42463,166,1580,3,0,0,0,0,0,38928341,2020-11-10,2020-11-15
A,Afghanistan,43240,205,1620,12,0,0,0,0,0,38928341,2020-11-15,2020-11-15
A,Afghanistan,44363,186,1666,13,0,0,0,0,0,38928341,2020-11-20,2020-11-15
A,Afghanistan,45384,210,1728,13,0,0,0,0,0,38928341,2020-11-25,2020-11-15
A,Afghanistan,46274,158,1795,21,0,0,0,0,0,38928341,2020-11-30,2020-11-15
A,Afghanistan,47072,235,1864,18,0,0,0,0,0,38928341,2020-12-05,2020-12-15
A,Afghanistan,48053,202,1935,16,0,0,0,0,0,38928341,2020-12-10,2020-12-15
A,Afghanistan,48952,234,1995,26,0,0,0,0,0,38928341,2020-12-15,2020-12-15
A,Afghanistan,49817,136,2067,20,0,0,0,0,0,38928341,2020-12-20,2020-12-15
A,Afghanistan,50810,155,2139,13,0,0,0,0,0,38928341,2020-12-25,2020-12-15
A,Afghanistan,51405,55,2181,2,0,0,0,0,0,38928341,2020-12-30,2020-12-15
A,Afghanistan,53105,94,2244,7,0,0,0,0,0,38928341,2021-01-05,2021-01-15
A,Afghanistan,53489,89,2277,13,0,0,0,0,0,38928341,2021-01-10,2021-01-15
A,Afghanistan,53831,56,2324,10,0,0,0,0,0,38928341,2021-01-15,2021-01-15
A,Afghanistan,54278,137,2354,8,0,0,0,0,0,38928341,2021-01-20,2021-01-15
A,Afghanistan,54672,77,2385,7,0,0,0,0,0,38928341,2021-01-25,2021-01-15
A,Afghanistan,55008,69,2400,1,0,0,0,0,0,38928341,2021-01-30,2021-01-15
A,Afghanistan,55265,34,2407,0,0,0,0,0,0,38928341,2021-02-05,2021-02-15
A,Afghanistan,55402,18,2418,4,0,0,0,0,0,38928341,2021-02-10,2021-02-15
A,Afghanistan,55514,22,2427,0,0,0,0,0,0,38928341,2021-02-15,2021-02-15
A,Afghanistan,55580,5,2430,0,0,0,0,0,0,38928341,2021-02-20,2021-02-15
A,Afghanistan,55680,16,2438,2,0,0,0,0,0,38928341,2021-02-25,2021-02-15
A,Afghanistan,55827,52,2449,3,0,0,0,0,0,38928341,2021-03-05,2021-03-15
A,Afghanistan,55894,18,2451,0,0,0,0,0,0,38928341,2021-03-10,2021-03-15
A,Afghanistan,55985,0,2459,2,0,0,0,0,0,38928341,2021-03-15,2021-03-15
A,Afghanistan,56093,24,2462,0,0,0,0,0,0,38928341,2021-03-20,2021-03-15
A,Afghanistan,56226,34,2467,1,0,0,0,0,0,38928341,2021-03-25,2021-03-15
A,Afghanistan,56384,62,2476,4,0,0,0,0,0,38928341,2021-03-30,2021-03-15
A,Afghanistan,56717,41,2508,11,0,0,0,0,0,38928341,2021-04-05,2021-04-15
A,Afghanistan,57144,125,2521,0,0,0,0,0,0,38928341,2021-04-10,2021-04-15
A,Afghanistan,57534,42,2533,1,0,0,0,0,0,38928341,2021-04-15,2021-04-15
A,Afghanistan,58037,139,2549,3,0,0,0,0,0,38928341,2021-04-20,2021-04-15
A,Afghanistan,58843,113,2582,10,0,0,0,0,0,38928341,2021-04-25,2021-04-15
A,Afghanistan,59745,169,2625,7,0,0,0,0,0,38928341,2021-04-30,2021-04-15
A,Afghanistan,60797,234,2654,6,0,0,0,0,0,38928341,2021-05-05,2021-05-15
A,Afghanistan,62063,221,2698,12,0,0,0,0,0,38928341,2021-05-10,2021-05-15
A,Afghanistan,63412,57,2733,3,0,0,0,0,0,38928341,2021-05-15,2021-05-15
A,Albania,0,0,0,0,8,0,0,0,0,2877800,2020-02-25,2020-02-15
A,Albania,0,0,0,0,26,0,0,0,0,2877800,2020-02-29,2020-02-15
A,Albania,0,0,0,0,50,0,0,0,0,2877800,2020-03-05,2020-03-15
A,Albania,10,8,0,0,114,0,0,0,0,2877800,2020-03-10,2020-03-15
A,Albania,42,4,1,0,532,0,0,0,0,2877800,2020-03-15,2020-03-15
A,Albania,70,6,2,0,732,0,0,0,0,2877800,2020-03-20,2020-03-15
A,Albania,146,23,5,0,922,0,0,0,0,2877800,2020-03-25,2020-03-15
A,Albania,223,11,11,1,1407,0,0,0,0,2877800,2020-03-30,2020-03-15
A,Albania,361,28,20,0,2277,0,0,0,0,2877800,2020-04-05,2020-04-15
A,Albania,416,7,23,0,3266,0,0,0,0,2877800,2020-04-10,2020-04-15
A,Albania,494,19,25,1,4439,0,0,0,0,2877800,2020-04-15,2020-04-15
A,Albania,584,22,26,0,5656,0,0,0,0,2877800,2020-04-20,2020-04-15
A,Albania,712,34,27,0,6896,0,0,0,0,2877800,2020-04-25,2020-04-15
A,Albania,773,7,31,1,8134,0,0,0,0,2877800,2020-04-30,2020-04-15
A,Albania,820,17,31,0,9157,0,0,0,0,2877800,2020-05-05,2020-05-15
A,Albania,868,12,31,0,10319,0,0,0,0,2877800,2020-05-10,2020-05-15
A,Albania,916,18,31,0,11339,0,0,0,0,2877800,2020-05-15,2020-05-15
A,Albania,964,15,31,0,12436,0,0,0,0,2877800,2020-05-20,2020-05-15
A,Albania,1004,6,32,0,13214,0,0,0,0,2877800,2020-05-25,2020-05-15
A,Albania,1122,23,33,0,14379,0,0,0,0,2877800,2020-05-30,2020-05-15
A,Albania,1212,15,33,0,15690,0,0,0,0,2877800,2020-06-05,2020-06-15
A,Albania,1341,42,34,0,16908,0,0,0,0,2877800,2020-06-10,2020-06-15
A,Albania,1590,69,36,0,18450,0,0,0,0,2877800,2020-06-15,2020-06-15
A,Albania,1891,53,43,1,20077,0,0,0,0,2877800,2020-06-20,2020-06-15
A,Albania,2192,78,49,2,21662,0,0,0,0,2877800,2020-06-25,2020-06-15
A,Albania,2535,69,62,4,23535,0,0,0,0,2877800,2020-06-30,2020-06-15
A,Albania,2893,74,76,2,25302,0,0,0,0,2877800,2020-07-05,2020-07-15
A,Albania,3278,90,85,2,27388,0,0,0,0,2877800,2020-07-10,2020-07-15
A,Albania,3752,85,101,4,29625,0,0,0,0,2877800,2020-07-15,2020-07-15
A,Albania,4171,81,113,1,31580,0,0,0,0,2877800,2020-07-20,2020-07-15
A,Albania,4637,67,134,6,33903,0,0,0,0,2877800,2020-07-25,2020-07-15
A,Albania,5197,92,154,4,36423,0,0,0,0,2877800,2020-07-30,2020-07-15
A,Albania,5889,139,182,6,39488,0,0,0,0,2877800,2020-08-05,2020-08-15
A,Albania,6536,125,200,1,42172,0,0,0,0,2877800,2020-08-10,2020-08-15
A,Albania,7260,143,225,6,45332,0,0,0,0,2877800,2020-08-15,2020-08-15
A,Albania,7967,155,238,4,49102,0,0,0,0,2877800,2020-08-20,2020-08-15
A,Albania,8759,154,259,5,53405,0,0,0,0,2877800,2020-08-25,2020-08-15
A,Albania,9380,101,280,5,57548,0,0,0,0,2877800,2020-08-30,2020-08-15
A,Albania,10102,135,312,6,62588,0,0,0,0,2877800,2020-09-05,2020-09-15
A,Albania,10860,156,324,2,66811,0,0,0,0,2877800,2020-09-10,2020-09-15
A,Albania,11672,152,340,2,71107,0,0,0,0,2877800,2020-09-15,2020-09-15
A,Albania,12385,159,362,4,75261,0,0,0,0,2877800,2020-09-20,2020-09-15
A,Albania,13045,124,373,3,79442,0,0,0,0,2877800,2020-09-25,2020-09-15
A,Albania,13649,131,387,3,83571,0,0,0,0,2877800,2020-09-30,2020-09-15
A,Albania,14410,144,400,4,88552,0,0,0,0,2877800,2020-10-05,2020-10-15
A,Albania,15231,165,416,3,93234,0,0,0,0,2877800,2020-10-10,2020-10-15
A,Albania,16212,257,439,5,98933,0,0,0,0,2877800,2020-10-15,2020-10-15
A,Albania,17651,301,458,4,105720,0,0,0,0,2877800,2020-10-20,2020-10-15
A,Albania,19157,299,477,4,112556,0,0,0,0,2877800,2020-10-25,2020-10-15
A,Albania,20634,319,502,3,119491,0,0,0,0,2877800,2020-10-30,2020-10-15
A,Albania,22721,421,543,7,128822,0,0,0,0,2877800,2020-11-05,2020-11-15
A,Albania,25294,563,579,8,138351,0,0,0,0,2877800,2020-11-10,2020-11-15
A,Albania,27830,597,623,11,147986,0,0,0,0,2877800,2020-11-15,2020-11-15
A,Albania,31459,836,672,15,158676,0,0,0,0,2877800,2020-11-20,2020-11-15
A,Albania,34944,644,743,8,168099,0,0,0,0,2877800,2020-11-25,2020-11-15
A,Albania,38182,557,810,12,177138,0,0,0,0,2877800,2020-11-30,2020-11-15
A,Albania,42148,846,889,19,186561,0,0,0,0,2877800,2020-12-05,2020-12-15
A,Albania,46061,873,965,14,198453,0,0,0,0,2877800,2020-12-10,2020-12-15
A,Albania,50000,809,1028,12,211111,0,0,0,0,2877800,2020-12-15,2020-12-15
A,Albania,53003,461,1088,14,223331,0,0,0,0,2877800,2020-12-20,2020-12-15
A,Albania,55380,553,1134,9,234251,0,0,0,0,2877800,2020-12-25,2020-12-15
A,Albania,57727,581,1174,4,245176,0,0,0,0,2877800,2020-12-30,2020-12-15
A,Albania,60283,660,1210,11,257423,0,0,0,0,2877800,2021-01-05,2021-01-15
A,Albania,63595,562,1241,8,276420,0,0,0,0,2877800,2021-01-10,2021-01-15
A,Albania,66635,641,1265,4,292254,308,308,0,0.01,2877800,2021-01-15,2021-01-15
A,Albania,69238,670,1291,4,305988,519,519,0,0.02,2877800,2021-01-20,2021-01-15
A,Albania,72812,538,1324,9,321332,0,0,0,0,2877800,2021-01-25,2021-01-15
A,Albania,77251,901,1369,11,339965,0,0,0,0,2877800,2021-01-30,2021-01-15
A,Albania,83082,1089,1433,15,362018,0,0,0,0,2877800,2021-02-05,2021-02-15
A,Albania,88671,1143,1503,15,378687,0,0,0,0,2877800,2021-02-10,2021-02-15
A,Albania,93850,775,1567,12,0,0,0,0,0,2877800,2021-02-15,2021-02-15
A,Albania,99062,1153,1653,17,414141,0,0,0,0,2877800,2021-02-20,2021-02-15
A,Albania,104313,986,1736,21,432998,10135,0,0,0,2877800,2021-02-25,2021-02-15
A,Albania,111301,780,1897,21,460120,0,0,0,0,2877800,2021-03-05,2021-03-15
A,Albania,114840,631,1986,17,475740,21613,0,0,0,2877800,2021-03-10,2021-03-15
A,Albania,118017,543,2060,15,491740,0,0,0,0,2877800,2021-03-15,2021-03-15
A,Albania,120541,519,2133,11,506973,0,0,0,0,2877800,2021-03-20,2021-03-15
A,Albania,122767,472,2184,13,519896,59348,0,0,0,2877800,2021-03-25,2021-03-15
A,Albania,124723,304,2227,11,533594,119321,0,0,0,2877800,2021-03-30,2021-03-15
A,Albania,126795,264,2274,9,550504,206708,0,0,0,2877800,2021-04-05,2020-04-15
A,Albania,128155,360,2310,6,564708,256810,0,0,0,2877800,2021-04-10,2020-04-15
A,Albania,129128,169,2335,4,577455,304488,0,0,0,2877800,2021-04-15,2020-04-15
A,Albania,129842,148,2353,6,590348,350000,0,0,0,2877800,2021-04-20,2020-04-15
A,Albania,130537,128,2378,6,604774,0,0,0,0,2877800,2021-04-25,2020-04-15
A,Albania,131085,108,2394,5,615752,476903,0,0,0,2877800,2021-04-30,2020-04-15
A,Albania,131419,92,2403,1,626857,556584,0,0,0,2877800,2021-05-05,2021-05-15
A,Albania,131753,30,2416,4,640315,612959,0,0,0,2877800,2021-05-10,2021-05-15
A,Albania,131978,39,2429,2,0,0,0,0,0,2877800,2021-05-15,2021-05-15
A,Algeria,1,1,0,0,0,0,0,0,0,43851043,2020-02-25,2020-02-15
A,Algeria,1,0,0,0,0,0,0,0,0,43851043,2020-02-29,2020-02-15
A,Algeria,12,0,0,0,0,0,0,0,0,43851043,2020-03-05,2020-03-15
A,Algeria,20,0,0,0,0,0,0,0,0,43851043,2020-03-10,2020-03-15
A,Algeria,48,11,4,1,0,0,0,0,0,43851043,2020-03-15,2020-03-15
A,Algeria,90,3,11,2,0,0,0,0,0,43851043,2020-03-20,2020-03-15
A,Algeria,302,38,21,2,0,0,0,0,0,43851043,2020-03-25,2020-03-15
A,Algeria,584,73,35,4,0,0,0,0,0,43851043,2020-03-30,2020-03-15
A,Algeria,1320,69,152,22,0,0,0,0,0,43851043,2020-04-05,2020-04-15
A,Algeria,1761,95,256,21,0,0,0,0,0,43851043,2020-04-10,2020-04-15
A,Algeria,2160,90,336,10,0,0,0,0,0,43851043,2020-04-15,2020-04-15
A,Algeria,2718,89,384,9,0,0,0,0,0,43851043,2020-04-20,2020-04-15
A,Algeria,3256,129,419,4,0,0,0,0,0,43851043,2020-04-25,2020-04-15
A,Algeria,4006,158,450,6,0,0,0,0,0,43851043,2020-04-30,2020-04-15
A,Algeria,4838,190,470,5,0,0,0,0,0,43851043,2020-05-05,2020-05-15
A,Algeria,5723,165,502,8,0,0,0,0,0,43851043,2020-05-10,2020-05-15
A,Algeria,6629,187,536,7,0,0,0,0,0,43851043,2020-05-15,2020-05-15
A,Algeria,7542,165,568,7,0,0,0,0,0,43851043,2020-05-20,2020-05-15
A,Algeria,8503,197,609,9,0,0,0,0,0,43851043,2020-05-25,2020-05-15
A,Algeria,9267,133,646,8,0,0,0,0,0,43851043,2020-05-30,2020-05-15
A,Algeria,9935,104,690,9,0,0,0,0,0,43851043,2020-06-05,2020-06-15
A,Algeria,10484,102,732,8,0,0,0,0,0,43851043,2020-06-10,2020-06-15
A,Algeria,11031,112,777,10,0,0,0,0,0,43851043,2020-06-15,2020-06-15
A,Algeria,11631,127,837,12,0,0,0,0,0,43851043,2020-06-20,2020-06-15
A,Algeria,12445,197,878,9,0,0,0,0,0,43851043,2020-06-25,2020-06-15
A,Algeria,13907,336,912,7,0,0,0,0,0,43851043,2020-06-30,2020-06-15
A,Algeria,15941,441,952,6,0,0,0,0,0,43851043,2020-07-05,2020-07-15
A,Algeria,18242,434,996,8,0,0,0,0,0,43851043,2020-07-10,2020-07-15
A,Algeria,20770,554,1040,12,0,0,0,0,0,43851043,2020-07-15,2020-07-15
A,Algeria,23691,607,1087,9,0,0,0,0,0,43851043,2020-07-20,2020-07-15
A,Algeria,26764,605,1146,10,0,0,0,0,0,43851043,2020-07-25,2020-07-15
A,Algeria,29831,602,1200,14,0,0,0,0,0,43851043,2020-07-30,2020-07-15
A,Algeria,33055,551,1261,13,0,0,0,0,0,43851043,2020-08-05,2020-08-15
A,Algeria,35712,552,1312,10,0,0,0,0,0,43851043,2020-08-10,2020-08-15
A,Algeria,38133,469,1360,9,0,0,0,0,0,43851043,2020-08-15,2020-08-15
A,Algeria,40258,411,1411,9,0,0,0,0,0,43851043,2020-08-20,2020-08-15
A,Algeria,42228,370,1456,10,0,0,0,0,0,43851043,2020-08-25,2020-08-15
A,Algeria,44146,365,1501,10,0,0,0,0,0,43851043,2020-08-30,2020-08-15
A,Algeria,46071,298,1549,10,0,0,0,0,0,43851043,2020-09-05,2020-09-15
A,Algeria,47488,272,1591,10,0,0,0,0,0,43851043,2020-09-10,2020-09-15
A,Algeria,48734,238,1632,12,0,0,0,0,0,43851043,2020-09-15,2020-09-15
A,Algeria,49826,203,1672,7,0,0,0,0,0,43851043,2020-09-20,2020-09-15
A,Algeria,50754,175,1707,4,0,0,0,0,0,43851043,2020-09-25,2020-09-15
A,Algeria,51530,162,1736,10,0,0,0,0,0,43851043,2020-09-30,2020-09-15
A,Algeria,52270,134,1768,8,0,0,0,0,0,43851043,2020-10-05,2020-10-15
A,Algeria,52940,136,1795,6,0,0,0,0,0,43851043,2020-10-10,2020-10-15
A,Algeria,53777,193,1827,0,0,0,0,0,0,43851043,2020-10-15,2020-10-15
A,Algeria,54829,213,1873,8,0,0,0,0,0,43851043,2020-10-20,2020-10-15
A,Algeria,56143,263,1914,7,0,0,0,0,0,43851043,2020-10-25,2020-10-15
A,Algeria,57651,319,1956,7,0,0,0,0,0,43851043,2020-10-30,2020-10-15
A,Algeria,60169,642,2011,12,0,0,0,0,0,43851043,2020-11-05,2020-11-15
A,Algeria,63446,753,2077,15,0,0,0,0,0,43851043,2020-11-10,2020-11-15
A,Algeria,67679,860,2154,15,0,0,0,0,0,43851043,2020-11-15,2020-11-15
A,Algeria,72755,1103,2236,12,0,0,0,0,0,43851043,2020-11-20,2020-11-15
A,Algeria,78025,1025,2329,20,0,0,0,0,0,43851043,2020-11-25,2020-11-15
A,Algeria,83199,978,2431,21,0,0,0,0,0,43851043,2020-11-30,2020-11-15
A,Algeria,87502,772,2501,9,0,0,0,0,0,43851043,2020-12-05,2020-12-15
A,Algeria,90579,565,2564,10,0,0,0,0,0,43851043,2020-12-10,2020-12-15
A,Algeria,93065,468,2623,14,0,0,0,0,0,43851043,2020-12-15,2020-12-15
A,Algeria,95203,422,2666,7,0,0,0,0,0,43851043,2020-12-20,2020-12-15
A,Algeria,97441,434,2716,11,0,0,0,0,0,43851043,2020-12-25,2020-12-15
A,Algeria,99311,323,2751,6,0,0,0,0,0,43851043,2020-12-30,2020-12-15
A,Algeria,100873,228,2782,5,0,0,0,0,0,43851043,2021-01-05,2021-01-15
A,Algeria,102144,231,2807,4,0,0,0,0,0,43851043,2021-01-10,2021-01-15
A,Algeria,103381,254,2827,5,0,0,0,0,0,43851043,2021-01-15,2021-01-15
A,Algeria,104606,265,2849,6,0,0,0,0,0,43851043,2021-01-20,2021-01-15
A,Algeria,105854,258,2866,3,0,0,0,0,0,43851043,2021-01-25,2021-01-15
A,Algeria,107122,235,2888,4,0,30,0,0,0,43851043,2021-01-30,2021-01-15
A,Algeria,108629,248,2909,5,0,0,0,0,0,43851043,2021-02-05,2021-02-15
A,Algeria,109782,223,2926,2,0,0,0,0,0,43851043,2021-02-10,2021-02-15
A,Algeria,110894,183,2943,4,0,0,0,0,0,43851043,2021-02-15,2021-02-15
A,Algeria,111764,164,2958,4,0,0,0,0,0,43851043,2021-02-20,2021-02-15
A,Algeria,112622,161,2973,3,0,0,0,0,0,43851043,2021-02-25,2021-02-15
A,Algeria,113948,187,3007,5,0,0,0,0,0,43851043,2021-03-05,2021-03-15
A,Algeria,114681,138,3026,4,0,0,0,0,0,43851043,2021-03-10,2021-03-15
A,Algeria,115410,145,3040,4,0,0,0,0,0,43851043,2021-03-15,2021-03-15
A,Algeria,116066,96,3055,2,0,0,0,0,0,43851043,2021-03-20,2021-03-15
A,Algeria,116543,105,3071,2,0,0,0,0,0,43851043,2021-03-25,2021-03-15
A,Algeria,117061,115,3089,5,0,0,0,0,0,43851043,2021-03-30,2021-03-15
A,Algeria,117739,117,3108,3,0,0,0,0,0,43851043,2021-04-05,2021-04-15
A,Algeria,118378,127,3126,3,0,0,0,0,0,43851043,2021-04-10,2021-04-15
A,Algeria,119142,167,3144,3,0,0,0,0,0,43851043,2021-04-15,2021-04-15
A,Algeria,119992,187,3165,5,0,0,0,0,0,43851043,2021-04-20,2021-04-15
A,Algeria,120922,186,3207,9,0,0,0,0,0,43851043,2021-04-25,2021-04-15
A,Algeria,122108,242,3253,9,0,0,0,0,0,43851043,2021-04-30,2021-04-15
A,Algeria,123272,273,3299,10,0,0,0,0,0,43851043,2021-05-05,2021-05-15
A,Algeria,124288,184,3335,7,0,0,0,0,0,43851043,2021-05-10,2021-05-15
A,Algeria,125194,135,3366,6,0,0,0,0,0,43851043,2021-05-15,2021-05-15
A,Andorra,1,0,0,0,0,0,0,0,0,77265,2020-03-05,2020-03-15
A,Andorra,1,0,0,0,0,0,0,0,0,77265,2020-03-10,2020-03-15
A,Andorra,1,0,0,0,0,0,0,0,0,77265,2020-03-15,2020-03-15
A,Andorra,75,22,0,0,0,0,0,0,0,77265,2020-03-20,2020-03-15
A,Andorra,188,24,1,0,0,0,0,0,0,77265,2020-03-25,2020-03-15
A,Andorra,370,36,8,2,0,0,0,0,0,77265,2020-03-30,2020-03-15
A,Andorra,501,35,18,1,0,0,0,0,0,77265,2020-04-05,2020-04-15
A,Andorra,601,18,26,1,0,0,0,0,0,77265,2020-04-10,2020-04-15
A,Andorra,673,14,33,2,0,0,0,0,0,77265,2020-04-15,2020-04-15
A,Andorra,717,4,37,1,0,0,0,0,0,77265,2020-04-20,2020-04-15
A,Andorra,738,7,40,0,0,0,0,0,0,77265,2020-04-25,2020-04-15
A,Andorra,745,2,42,0,0,0,0,0,0,77265,2020-04-30,2020-04-15
A,Andorra,751,1,46,1,0,0,0,0,0,77265,2020-05-05,2020-05-15
A,Andorra,755,1,48,0,0,0,0,0,0,77265,2020-05-10,2020-05-15
A,Andorra,761,0,49,0,0,0,0,0,0,77265,2020-05-15,2020-05-15
A,Andorra,762,1,51,0,0,0,0,0,0,77265,2020-05-20,2020-05-15
A,Andorra,763,1,51,0,0,0,0,0,0,77265,2020-05-25,2020-05-15
A,Andorra,764,0,51,0,0,0,0,0,0,77265,2020-05-30,2020-05-15
A,Andorra,852,0,51,0,0,0,0,0,0,77265,2020-06-05,2020-06-15
A,Andorra,852,0,51,0,0,0,0,0,0,77265,2020-06-10,2020-06-15
A,Andorra,853,0,51,0,0,0,0,0,0,77265,2020-06-15,2020-06-15
A,Andorra,855,0,52,0,0,0,0,0,0,77265,2020-06-20,2020-06-15
A,Andorra,855,0,52,0,0,0,0,0,0,77265,2020-06-25,2020-06-15
A,Andorra,855,0,52,0,0,0,0,0,0,77265,2020-06-30,2020-06-15
A,Andorra,855,0,52,0,0,0,0,0,0,77265,2020-07-05,2020-07-15
A,Andorra,855,0,52,0,0,0,0,0,0,77265,2020-07-10,2020-07-15
A,Andorra,862,1,52,0,0,0,0,0,0,77265,2020-07-15,2020-07-15
A,Andorra,884,4,52,0,0,0,0,0,0,77265,2020-07-20,2020-07-15
A,Andorra,897,0,52,0,0,0,0,0,0,77265,2020-07-25,2020-07-15
A,Andorra,922,4,52,0,0,0,0,0,0,77265,2020-07-30,2020-07-15
A,Andorra,939,0,52,0,0,0,0,0,0,77265,2020-08-05,2020-08-15
A,Andorra,963,8,52,0,0,0,0,0,0,77265,2020-08-10,2020-08-15
A,Andorra,989,0,53,0,0,0,0,0,0,77265,2020-08-15,2020-08-15
A,Andorra,1024,0,53,0,0,0,0,0,0,77265,2020-08-20,2020-08-15
A,Andorra,1060,0,53,0,0,0,0,0,0,77265,2020-08-25,2020-08-15
A,Andorra,1124,0,53,0,0,0,0,0,0,77265,2020-08-30,2020-08-15
A,Andorra,1215,0,53,0,0,0,0,0,0,77265,2020-09-05,2020-09-15
A,Andorra,1301,0,53,0,0,0,0,0,0,77265,2020-09-10,2020-09-15
A,Andorra,1438,0,53,0,0,0,0,0,0,77265,2020-09-15,2020-09-15
A,Andorra,1564,0,53,0,0,0,0,0,0,77265,2020-09-20,2020-09-15
A,Andorra,1836,83,53,0,0,0,0,0,0,77265,2020-09-25,2020-09-15
A,Andorra,2050,84,53,0,0,0,0,0,0,77265,2020-09-30,2020-09-15
A,Andorra,2370,260,53,0,0,0,0,0,0,77265,2020-10-05,2020-10-15
A,Andorra,2696,0,55,0,0,0,0,0,0,77265,2020-10-10,2020-10-15
A,Andorra,3190,0,59,0,0,0,0,0,0,77265,2020-10-15,2020-10-15
A,Andorra,3623,0,62,0,0,0,0,0,0,77265,2020-10-20,2020-10-15
A,Andorra,4038,0,69,0,0,0,0,0,0,77265,2020-10-25,2020-10-15
