Country,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,vaccinated,fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,human_development_index,A_Date,continent,iso_code
B,Barbados,18,0,2.286,0,0,0,62.637,0,7.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,79.19,0.814,2020-03-25,North America,BRB
B,Belarus,86,5,5,0,0,0,9.101,0.529,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.106,0.005,200,tests performed,0,0,0,0,0,0,0,0,0,8.33,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,74.79,0.823,2020-03-25,Europe,BLR
B,Belgium,4937,668,493,178,56,23.429,425.985,57.638,42.538,15.359,4.832,2.022,2.16,612,52.806,2721,234.779,0,0,0,0,4282,43057,3.715,0.369,3112,0.269,0.294,3.4,tests performed,0,0,0,0,0,0,0,0,0,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,81.63,0.931,2020-03-25,Europe,BEL
B,Belize,2,1,0,0,0,0,5.03,2.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,74.62,0.716,2020-03-25,North America,BLZ
B,Benin,6,0,0.571,0,0,0,0.495,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,61.77,0.545,2020-03-25,Africa,BEN
B,Bhutan,2,0,0.143,0,0,0,2.592,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,10,533,0.691,0.013,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,38.89,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,71.78,0.654,2020-03-25,Asia,BTN
B,Bolivia,32,3,2.857,0,0,0,2.741,0.257,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.004,0.06,16.8,tests performed,0,0,0,0,0,0,0,0,0,93.52,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,71.51,0.718,2020-03-25,South America,BOL
B,Bosnia and Herzegovina,176,10,19.714,3,0,0.429,53.645,3.048,6.009,0.914,0,0.131,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,77.4,0.78,2020-03-25,Europe,BIH
B,Brazil,2554,307,311.714,59,13,8,12.015,1.444,1.466,0.278,0.061,0.038,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.76,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,75.88,0.765,2020-03-25,South America,BRA
B,Brunei,109,5,5.857,0,0,0,249.153,11.429,13.388,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,75.86,0.838,2020-03-25,Asia,BRN
B,Bulgaria,242,24,21.429,3,0,0.143,34.828,3.454,3.084,0.432,0,0.021,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,75.05,0.816,2020-03-25,Europe,BGR
B,Burkina Faso,146,32,18,4,0,0.429,6.985,1.531,0.861,0.191,0,0.021,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,61.58,0.452,2020-03-25,Africa,BFA
C,Cambodia,96,5,8.714,0,0,0,5.742,0.299,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,69.82,0.594,2020-03-25,Asia,KHM
C,Cameroon,75,9,9.286,1,1,0.143,2.825,0.339,0.35,0.038,0.038,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,59.29,0.563,2020-03-25,Africa,CMR
C,Canada,3251,461,370.571,42,9,4.429,86.137,12.214,9.819,1.113,0.238,0.117,2.45,72,1.908,176,4.663,0,0,0,0,11070,101538,2.69,0.293,9621,0.255,0.039,26,tests performed,0,0,0,0,0,0,0,0,0,72.69,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,82.43,0.929,2020-03-25,North America,CAN
C,Cape Verde,4,1,0.571,1,0,0.143,7.194,1.799,1.028,1.799,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,72.98,0.665,2020-03-25,Africa,CPV
C,Central African Republic,3,0,0.286,0,0,0,0.621,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,53.28,0.397,2020-03-25,Africa,CAF
C,Chad,3,0,0.429,0,0,0,0.183,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,54.24,0.398,2020-03-25,Africa,TCD
C,Chile,1197,220,133.143,3,1,0.429,62.617,11.509,6.965,0.157,0.052,0.022,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,80.18,0.851,2020-03-25,South America,CHL
C,China,81661,70,79.857,3285,4,6.286,56.736,0.049,0.055,2.282,0.003,0.004,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,76.91,0.761,2020-03-25,Asia,CHN
C,Colombia,470,92,52.571,4,1,0.571,9.237,1.808,1.033,0.079,0.02,0.011,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.96,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,77.29,0.767,2020-03-25,South America,COL
C,Congo,4,0,0.429,0,0,0,0.725,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,64.57,0.574,2020-03-25,Africa,COG
C,Costa Rica,201,24,21.571,2,0,0.286,39.457,4.711,4.235,0.393,0,0.056,1.15,0,0,0,0,0,0,0,0,29,1767,0.347,0.006,137,0.027,0.137,7.3,people tested,0,0,0,0,0,0,0,0,0,71.3,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,80.28,0.81,2020-03-25,North America,CRI
C,Cote d'Ivoire,80,7,10.571,0,0,0,3.033,0.265,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.56,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,57.78,0.538,2020-03-25,Africa,CIV
C,Croatia,442,60,51.571,1,0,0.143,107.667,14.615,12.562,0.244,0,0.035,1.84,0,0,0,0,0,0,0,0,459,3618,0.881,0.112,348,0.085,0.148,6.7,people tested,0,0,0,0,0,0,0,0,0,96.3,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,78.49,0.851,2020-03-25,Europe,HRV
C,Cuba,57,9,7.143,1,0,0,5.032,0.795,0.631,0.088,0,0,0,0,0,0,0,0,0,0,0,155,893,0.079,0.014,0,0,0,0,tests performed,0,0,0,0,0,0,0,0,0,66.67,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,78.8,0.783,2020-03-25,North America,CUB
C,Cyprus,132,8,11.857,3,0,0.429,150.702,9.133,13.537,3.425,0,0.489,1.17,5,5.708,23,26.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,80.98,0.887,2020-03-25,Europe,CYP
C,Czechia,1654,260,170,6,3,0.857,154.45,24.279,15.875,0.56,0.28,0.08,1.86,35,3.268,175,16.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,10708982,137.176,43.3,19.027,11.58,32605.906,0,227.485,6.82,30.5,38.3,79.38,0.9,2020-03-25,Europe,CZE
D,Democratic Republic of Congo,48,3,6.286,2,0,0.286,0.536,0.033,0.07,0.022,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,0,0,60.68,0.48,2020-03-25,Africa,COD
D,Denmark,1862,144,106.571,34,2,4.286,321.467,24.861,18.399,5.87,0.345,0.74,1.4,0,0,0,0,0,0,0,0,1372,17076,2.948,0.237,1111,0.192,0.096,10.4,tests performed,0,0,0,0,0,0,0,0,0,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,80.9,0.94,2020-03-25,Europe,DNK
D,Djibouti,11,8,1.429,0,0,0,11.134,8.097,1.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.44,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,67.11,0.524,2020-03-25,Africa,DJI
D,Dominica,7,5,0,0,0,0,97.234,69.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71991,98.567,0,0,0,9673.367,0,227.376,11.62,0,0,75,0.742,2020-03-25,North America,DMA
D,Dominican Republic,392,80,53,10,4,1.286,36.136,7.375,4.886,0.922,0.369,0.119,2.15,0,0,0,0,0,0,0,0,341,1448,0.133,0.031,194,0.018,0.273,3.7,samples tested,0,0,0,0,0,0,0,0,0,92.59,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,74.08,0.756,2020-03-25,North America,DOM
E,Ecuador,1173,91,151.714,28,1,3.714,66.485,5.158,8.599,1.587,0.057,0.211,2.2,0,0,0,0,0,0,0,0,291,2598,0.147,0.016,303,0.017,0,0,people tested,0,0,0,0,0,0,0,0,0,93.52,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,77.01,0.759,2020-03-25,South America,ECU
E,Egypt,456,54,37.143,21,1,2.143,4.456,0.528,0.363,0.205,0.01,0.021,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,71.99,0.707,2020-03-25,Africa,EGY
E,El Salvador,9,4,1.286,0,0,0,1.388,0.617,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,73.32,0.673,2020-03-25,North America,SLV
E,Equatorial Guinea,9,0,0.714,0,0,0,6.415,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402985,45.194,22.4,2.846,1.752,22604.873,0,202.812,7.78,0,0,58.74,0.592,2020-03-25,Africa,GNQ
E,Eritrea,4,3,0,0,0,0,1.128,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,3546427,44.304,19.3,3.607,2.171,1510.459,0,311.11,6.05,0.2,11.4,66.32,0.459,2020-03-25,Africa,ERI
E,Estonia,404,35,20.857,1,1,0.143,304.552,26.384,15.723,0.754,0.754,0.108,1.56,7,5.277,47,35.431,0,0,0,0,1063,7216,5.44,0.801,662,0.499,0.032,31.7,tests performed,0,0,0,0,0,0,0,0,0,61.11,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,78.74,0.892,2020-03-25,Europe,EST
E,Eswatini,4,0,0.429,0,0,0,3.448,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,1160164,79.492,21.5,3.163,1.845,7738.975,0,333.436,3.94,1.7,16.5,60.19,0.611,2020-03-25,Africa,SWZ
E,Ethiopia,12,0,0.857,0,0,0,0.104,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0.017,59.5,tests performed,0,0,0,0,0,0,0,0,0,51.85,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,66.6,0.485,2020-03-25,Africa,ETH
F,Fiji,5,1,0.714,0,0,0,5.578,1.116,0.797,0,0,0,0,0,0,0,0,0,0,0,0,28,207,0.231,0.031,19,0.021,0.038,26.6,tests performed,0,0,0,0,0,0,0,0,0,81.48,896444,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,67.44,0.743,2020-03-25,Oceania,FJI
F,Finland,880,88,77.714,3,2,0.429,158.824,15.882,14.026,0.541,0.361,0.077,1.47,22,3.971,82,14.8,0,0,0,0,1848,15676,2.829,0.334,1351,0.244,0.058,17.4,tests performed,0,0,0,0,0,0,0,0,0,64.81,5540718,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,81.91,0.938,2020-03-25,Europe,FIN
F,France,25334,2962,2315.714,1333,231,169.143,371.751,43.464,33.981,19.56,3.39,2.482,1.88,2935,43.068,12072,177.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.96,68147687,122.578,42,19.718,13.079,38605.671,0,86.06,4.77,30.1,35.6,82.66,0.901,2020-03-25,Europe,FRA
G,Gabon,6,0,0.714,1,0,0.143,2.696,0,0.321,0.449,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.37,2225728,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,0,0,66.47,0.703,2020-03-25,Africa,GAB
G,Gambia,3,0,0.286,1,0,0.143,1.241,0,0.118,0.414,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.001,0.095,10.5,samples tested,0,0,0,0,0,0,0,0,0,56.48,2416664,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,62.05,0.496,2020-03-25,Africa,GMB
G,Georgia,75,5,5.286,0,0,0,18.801,1.253,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,3989175,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,73.77,0.812,2020-03-25,Asia,GEO
G,Germany,37323,4337,3570.857,206,49,25.429,445.467,51.764,42.62,2.459,0.585,0.304,1.88,789,9.417,0,0,0,0,0,0,0,0,0,0,53693,0.641,0,0,tests performed,0,0,0,0,0,0,0,0,0,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,0,156.139,8.31,28.2,33.1,81.33,0.947,2020-03-25,Europe,DEU
G,Ghana,93,40,12.286,4,2,0.571,2.993,1.287,0.395,0.129,0.064,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0.005,0.075,13.3,samples tested,0,0,0,0,0,0,0,0,0,52.78,31072945,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,64.07,0.611,2020-03-25,Africa,GHA
G,Greece,821,78,57.571,22,2,2.429,78.768,7.483,5.523,2.111,0.192,0.233,1.36,0,0,0,0,0,0,0,0,1424,10495,1.007,0.137,642,0.062,0.09,11.2,samples tested,0,0,0,0,0,0,0,0,0,84.26,10423056,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,82.24,0.888,2020-03-25,Europe,GRC
G,Grenada,1,0,0,0,0,0,8.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112519,317.132,29.4,7.304,5.021,13593.877,0,243.964,10.71,0,0,72.4,0.779,2020-03-25,North America,GRD
G,Guatemala,24,3,2.571,1,0,0,1.34,0.167,0.144,0.056,0,0,0,0,0,0,0,0,0,0,0,94,610,0.034,0.005,56,0.003,0.046,21.8,people tested,0,0,0,0,0,0,0,0,0,93.52,17915567,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,0,0,74.3,0.663,2020-03-25,North America,GTM
G,Guinea,4,0,0.429,0,0,0,0.305,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13132792,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,0,0,61.6,0.477,2020-03-25,Africa,GIN
G,Guinea-Bissau,2,2,0,0,0,0,1.016,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967998,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,0,0,58.32,0.48,2020-03-25,Africa,GNB
G,Guyana,5,0,-0.286,1,0,0,6.357,0,-0.363,1.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,786559,3.952,26.3,5.305,2.837,7435.047,0,373.159,11.62,0,0,69.91,0.682,2020-03-25,South America,GUY
H,Haiti,7,0,1,0,0,0,0.614,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,11402533,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,64,0.51,2020-03-25,North America,HTI
H,Honduras,36,6,3.857,0,0,0,3.635,0.606,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,9904608,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,0,75.27,0.634,2020-03-25,North America,HND
H,Hungary,226,39,24,10,1,1.286,23.395,4.037,2.484,1.035,0.104,0.133,1.7,0,0,195,20.186,0,0,0,0,704,6587,0.682,0.073,716,0.074,0.034,29.8,tests performed,0,0,0,0,0,0,0,0,0,67.59,9660350,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,76.88,0.854,2020-03-25,Europe,HUN
I,Iceland,737,89,69.571,2,0,0.286,2159.707,260.806,203.872,5.861,0,0.837,1.43,0,0,18,52.747,0,0,0,0,888,12574,36.847,2.602,677,1.984,0.103,9.7,tests performed,0,0,0,0,0,0,0,0,0,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,82.99,0.949,2020-03-25,Europe,ISL
I,India,657,121,71.571,12,2,1.286,0.476,0.088,0.052,0.009,0.001,0.001,2.08,0,0,0,0,0,0,0,0,4280,25144,0.018,0.003,1717,0.001,0.042,24,samples tested,0,0,0,0,0,0,0,0,0,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,69.66,0.645,2020-03-25,Asia,IND
I,Indonesia,790,104,80.429,58,3,5.571,2.888,0.38,0.294,0.212,0.011,0.02,1.77,0,0,0,0,0,0,0,0,0,0,0,0,279,0.001,0.288,3.5,people tested,0,0,0,0,0,0,0,0,0,48.15,273523621,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,71.72,0.718,2020-03-25,Asia,IDN
I,Iran,27017,2206,1379.429,2077,143,134.571,321.658,26.264,16.423,24.728,1.703,1.602,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,83992953,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,76.68,0.783,2020-03-25,Asia,IRN
I,Iraq,346,30,26,29,2,2.429,8.602,0.746,0.646,0.721,0.05,0.06,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.44,40222503,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,0,0,70.6,0.674,2020-03-25,Asia,IRQ
I,Ireland,1564,235,181.714,9,2,1,316.741,47.592,36.801,1.823,0.405,0.203,2.05,0,0,290,58.731,0,0,0,0,1775,17336,3.511,0.359,1554,0.315,0.117,8.6,tests performed,0,0,0,0,0,0,0,0,0,48.15,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,82.3,0.955,2020-03-25,Europe,IRL
I,Israel,2468,1117,299.571,5,1,0.714,285.135,129.05,34.61,0.578,0.116,0.083,2.86,0,0,428,49.448,0,0,0,0,5925,36266,4.19,0.685,3406,0.394,0.088,11.4,tests performed,0,0,0,0,0,0,0,0,0,81.48,8655541,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,82.97,0.919,2020-03-25,Asia,ISR
I,Italy,74386,5210,5524.714,7503,683,646.429,1230.297,86.17,91.375,124.095,11.296,10.692,1.3,3489,57.706,26601,439.964,0,0,0,0,27481,324445,5.366,0.455,22701,0.375,0.243,4.1,tests performed,0,0,0,0,0,0,0,0,0,91.67,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,83.51,0.892,2020-03-25,Europe,ITA
J,Jamaica,26,5,1.857,1,0,0.143,8.78,1.689,0.627,0.338,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,75,2961161,266.879,31.4,9.684,6.39,8193.571,0,206.537,11.28,5.3,28.6,74.47,0.734,2020-03-25,North America,JAM
J,Japan,1314,97,55.143,45,3,1.857,10.389,0.767,0.436,0.356,0.024,0.015,1.73,0,0,0,0,0,0,0,0,674,22730,0.18,0.005,941,0.007,0.059,17.1,people tested,0,0,0,0,0,0,0,0,0,40.74,126476458,347.778,48.2,27.049,18.493,39002.223,0,79.37,5.72,11.2,33.7,84.63,0.919,2020-03-25,Asia,JPN
J,Jordan,172,18,17.143,0,0,0,16.858,1.764,1.68,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,0,0,74.53,0.729,2020-03-25,Asia,JOR
K,Kazakhstan,81,9,6.571,0,0,0,4.314,0.479,0.35,0,0,0,0,0,0,0,0,0,0,0,0,1465,11349,0.604,0.078,1302,0.069,0.005,198.1,tests performed,0,0,0,0,0,0,0,0,0,80.09,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,73.6,0.825,2020-03-25,Asia,KAZ
K,Kenya,28,3,3.571,0,0,0,0.521,0.056,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.001,0.062,16.2,samples tested,0,0,0,0,0,0,0,0,0,72.22,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,66.7,0.601,2020-03-25,Africa,KEN
K,Kosovo,63,2,6.286,1,0,0.143,32.596,1.035,3.252,0.517,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,1932774,168.155,0,0,0,9795.834,0.6,0,0,0,0,0,0,2020-03-25,Europe,OWID_KOS
K,Kuwait,195,4,7.571,0,0,0,45.661,0.937,1.773,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.48,4270563,232.128,33.7,2.345,1.114,65530.537,0,132.235,15.84,2.7,37,75.49,0.806,2020-03-25,Asia,KWT
K,Kyrgyzstan,44,2,5.857,0,0,0,6.744,0.307,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.13,6524191,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,71.45,0.697,2020-03-25,Asia,KGZ
L,Laos,3,1,0,0,0,0,0.412,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93,7275556,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4,7.3,51.2,67.92,0.613,2020-03-25,Asia,LAO
L,Latvia,221,24,21.429,0,0,0,117.167,12.724,11.361,0,0,0,1.24,0,0,0,0,0,0,0,0,1151,9796,5.194,0.61,977,0.518,0.022,45.6,tests performed,0,0,0,0,0,0,0,0,0,63.89,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,75.29,0.866,2020-03-25,Europe,LVA
L,Lebanon,333,15,28.571,6,2,0.429,48.788,2.198,4.186,0.879,0.293,0.063,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,6825442,594.561,31.1,8.514,5.43,13367.565,0,266.591,12.71,26.9,40.7,78.93,0.744,2020-03-25,Asia,LBN
L,Liberia,3,0,0.143,0,0,0,0.593,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63,5057677,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,64.1,0.48,2020-03-25,Africa,LBR
