Country,location,Avg_TotalCase,total_cases,Avg_Ncase,new_cases,Avg_Tdeath,total_deaths,Avg_Ndeath,new_deaths,Avg_Ttest,total_tests,Avg_Tvaccine,total_vaccination,Avg_Hvaccin,vaccinated,Avg_Fvaccin,fully_vaccinated,Avg_Pop,population,Date,A_Date
L,Lithuania,952.6666667,896,23.8,38,13,12,1,1,35690.6,32357,0,0,0,0,0,0,2722291,2722291,4/10/20,2020-04
L,Lithuania,1080.666667,995,35.2,18,20.33333333,20,1.4,4,50782.2,41341,0,0,0,0,0,0,2722291,2722291,4/15/20,2020-04
L,Lithuania,1252.166667,1173,27.6,20,26.33333333,26,1,3,75460.2,62589,0,0,0,0,0,0,2722291,2722291,4/20/20,2020-04
L,Lithuania,1336.833333,1301,14.6,10,30.66666667,29,0.8,1,104346.2,96383,0,0,0,0,0,0,2722291,2722291,4/25/20,2020-04
L,Lithuania,1375,1375,11,11,32,32,0,0,122790,122790,0,0,0,0,0,0,2722291,2722291,4/30/20,2020-04
L,Luxembourg,2998.166667,2804,77.2,75,40.33333333,36,4.2,5,23526.4,21529,0,0,0,0,0,0,625976,625976,4/5/20,2020-04
L,Luxembourg,3291,3223,38.4,108,60.66666667,54,3.4,2,26763.4,26085,0,0,0,0,0,0,625976,625976,4/10/20,2020-04
L,Luxembourg,3490.333333,3373,48.6,66,70,69,1.2,2,30533,28898,0,0,0,0,0,0,625976,625976,4/15/20,2020-04
L,Luxembourg,3650.166667,3558,29,8,77.66666667,75,2.4,2,34401,32538,0,0,0,0,0,0,625976,625976,4/20/20,2020-04
L,Luxembourg,3742.833333,3711,14.8,16,87,85,0.8,0,38762,37135,0,0,0,0,0,0,625976,625976,4/25/20,2020-04
L,Luxembourg,3784,3784,15,15,90,90,1,1,43596,43596,0,0,0,0,0,0,625976,625976,4/30/20,2020-04
M,Madagascar,86.83333333,72,4.6,2,0,0,0,0,0,0,0,0,0,0,0,0,27691019,27691019,4/5/20,2020-04
M,Madagascar,104.1666667,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27691019,27691019,4/10/20,2020-04
M,Madagascar,116.6666667,110,2.6,2,0,0,0,0,0,0,0,0,0,0,0,0,27691019,27691019,4/15/20,2020-04
M,Madagascar,121.5,121,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,27691019,27691019,4/20/20,2020-04
M,Madagascar,126.5,123,1.2,1,0,0,0,0,1234.4,0,0,0,0,0,0,0,27691019,27691019,4/25/20,2020-04
M,Madagascar,128,128,0,0,0,0,0,0,3228,3228,0,0,0,0,0,0,27691019,27691019,4/30/20,2020-04
M,Malawi,7,4,0.8,0,0.333333333,0,0.2,0,173.2,123,0,0,0,0,0,0,19129955,19129955,4/5/20,2020-04
M,Malawi,13.66666667,9,1.6,1,1.666666667,1,0.2,0,188.8,287,0,0,0,0,0,0,19129955,19129955,4/10/20,2020-04
M,Malawi,16.66666667,16,0.2,0,2,2,0,0,324.6,353,0,0,0,0,0,0,19129955,19129955,4/15/20,2020-04
M,Malawi,26.16666667,17,3.2,0,2.333333333,2,0.2,0,543,460,0,0,0,0,0,0,19129955,19129955,4/20/20,2020-04
M,Malawi,35.33333333,33,0.6,0,3,3,0,0,715,664,0,0,0,0,0,0,19129955,19129955,4/25/20,2020-04
M,Malawi,37,37,1,1,3,3,0,0,831,831,0,0,0,0,0,0,19129955,19129955,4/30/20,2020-04
M,Malaysia,4018.5,3662,149,179,62,61,2,4,53017.6,43539,0,0,0,0,0,0,32365998,32365998,4/5/20,2020-04
M,Malaysia,4739.166667,4346,151.8,118,73,70,3,3,76772,67951,0,0,0,0,0,0,32365998,32365998,4/10/20,2020-04
M,Malaysia,5270.666667,5072,80.4,85,84.33333333,83,1.4,1,77712.8,87183,0,0,0,0,0,0,32365998,32365998,4/15/20,2020-04
M,Malaysia,5579.166667,5425,60.4,36,91.33333333,89,1.4,0,92219.8,108216,0,0,0,0,0,0,32365998,32365998,4/20/20,2020-04
M,Malaysia,5856.666667,5742,50.8,51,98.33333333,98,0.8,2,139672.2,126970,0,0,0,0,0,0,32365998,32365998,4/25/20,2020-04
M,Malaysia,6002,6002,57,57,102,102,2,2,0,0,0,0,0,0,0,0,32365998,32365998,4/30/20,2020-04
M,Maldives,19,19,0,0,0,0,0,0,1147,1508,0,0,0,0,0,0,540542,540542,4/5/20,2020-04
M,Maldives,20,19,0.2,0,0,0,0,0,1608,0,0,0,0,0,0,0,540542,540542,4/10/20,2020-04
M,Maldives,38.5,22,6.4,2,0,0,0,0,1253.6,3090,0,0,0,0,0,0,540542,540542,4/15/20,2020-04
M,Maldives,108.6666667,69,15.4,17,0,0,0,0,1969.8,0,0,0,0,0,0,0,540542,540542,4/20/20,2020-04
M,Maldives,268.8333333,177,29.8,48,0,0,0.2,0,4840.8,5462,0,0,0,0,0,0,540542,540542,4/25/20,2020-04
M,Maldives,468,468,190,190,1,1,0,0,7311,7311,0,0,0,0,0,0,540542,540542,4/30/20,2020-04
M,Mali,61.33333333,45,6.6,4,5,5,0.8,2,0,0,0,0,0,0,0,0,20250834,20250834,4/5/20,2020-04
M,Mali,115.6666667,87,14,13,7.666666667,7,1.2,0,0,0,0,0,0,0,0,0,20250834,20250834,4/10/20,2020-04
M,Mali,196,148,16,4,13,13,0.2,0,0,0,0,0,0,0,0,0,20250834,20250834,4/15/20,2020-04
M,Mali,300.1666667,246,20.2,22,15,14,1.4,0,0,0,0,0,0,0,0,0,20250834,20250834,4/20/20,2020-04
M,Mali,427.1666667,370,31.4,45,22.33333333,21,0.8,0,0,0,0,0,0,0,0,0,20250834,20250834,4/25/20,2020-04
M,Mali,490,490,8,8,26,26,1,1,0,0,0,0,0,0,0,0,20250834,20250834,4/30/20,2020-04
M,Malta,291.1666667,227,24.8,14,0,0,0.4,0,13011.6,11164,0,0,0,0,0,0,441539,441539,4/5/20,2020-04
M,Malta,379,350,11.2,13,2.666666667,2,0.2,0,18187.2,16168,0,0,0,0,0,0,441539,441539,4/10/20,2020-04
M,Malta,419.5,399,6.8,6,3,3,0,0,23153.8,21278,0,0,0,0,0,0,441539,441539,4/15/20,2020-04
M,Malta,443,431,4,4,3,3,0,0,26779.6,25393,0,0,0,0,0,0,441539,441539,4/20/20,2020-04
M,Malta,455.3333333,448,3.2,1,4,4,0.2,1,30551.6,28621,0,0,0,0,0,0,441539,441539,4/25/20,2020-04
M,Malta,465,465,2,2,4,4,0,0,34018,34018,0,0,0,0,0,0,441539,441539,4/30/20,2020-04
M,Mauritania,6.333333333,6,0.2,0,1,1,0,0,38.6,79,0,0,0,0,0,0,4649660,4649660,4/5/20,2020-04
M,Mauritania,7,7,0,0,1,1,0,0,397.6,380,0,0,0,0,0,0,4649660,4649660,4/10/20,2020-04
M,Mauritania,7,7,0,0,1,1,0,0,142.6,713,0,0,0,0,0,0,4649660,4649660,4/15/20,2020-04
M,Mauritania,7,7,0,0,1,1,0,0,645.8,0,0,0,0,0,0,0,4649660,4649660,4/20/20,2020-04
M,Mauritania,7.333333333,7,0.2,0,1,1,0,0,1218.6,1302,0,0,0,0,0,0,4649660,4649660,4/25/20,2020-04
M,Mauritania,8,8,0,0,1,1,0,0,1693,1693,0,0,0,0,0,0,4649660,4649660,4/30/20,2020-04
M,Mauritius,274,227,23.6,31,7,7,0,0,0,0,0,0,0,0,0,0,1271767,1271767,4/5/20,2020-04
M,Mauritius,322.1666667,318,2,4,9,9,0.4,2,0,0,0,0,0,0,0,0,1271767,1271767,4/10/20,2020-04
M,Mauritius,325.5,324,0.8,0,9,9,0,0,0,0,0,0,0,0,0,0,1271767,1271767,4/15/20,2020-04
M,Mauritius,329.6666667,328,0.6,0,9,9,0,0,0,0,0,0,0,0,0,0,1271767,1271767,4/20/20,2020-04
M,Mauritius,332.5,331,0.6,0,9.333333333,9,0.2,0,0,0,0,0,0,0,0,0,1271767,1271767,4/25/20,2020-04
M,Mauritius,332,332,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1271767,1271767,4/30/20,2020-04
M,Mexico,2972.166667,2143,310.2,253,120,94,23,15,41403.6,37282,0,0,0,0,0,0,128932753,128932753,4/5/20,2020-04
M,Mexico,4830.666667,3844,391.6,403,267.3333333,233,42.4,39,50954.2,47329,0,0,0,0,0,0,128932753,128932753,4/10/20,2020-04
M,Mexico,7258.166667,5847,572.4,448,493.6666667,449,56,43,63774.8,58691,0,0,0,0,0,0,128932753,128932753,4/15/20,2020-04
M,Mexico,11194,8772,922.2,511,846.3333333,712,107,26,78592,71580,0,0,0,0,0,0,128932753,128932753,4/20/20,2020-04
M,Mexico,16303.83333,13842,985.4,970,1363.333333,1305,102.2,84,95519.2,88412,0,0,0,0,0,0,128932753,128932753,4/25/20,2020-04
M,Mexico,19224,19224,1425,1425,1859,1859,127,127,109531,109531,0,0,0,0,0,0,128932753,128932753,4/30/20,2020-04
M,Moldova,1131,864,107.4,112,18.66666667,15,3.4,3,0,0,0,0,0,0,0,0,4033963,4033963,4/5/20,2020-04
M,Moldova,1725.833333,1438,129,149,30,29,2.2,0,0,0,0,0,0,0,0,0,4033963,4033963,4/10/20,2020-04
M,Moldova,2310.833333,2049,107.6,115,52,46,5.4,6,0,0,0,0,0,0,0,0,4033963,4033963,4/15/20,2020-04
M,Moldova,2880,2548,127.6,76,72.33333333,70,3.4,3,0,0,0,0,0,0,0,0,4033963,4033963,4/20/20,2020-04
M,Moldova,3583.166667,3304,132.2,194,97.33333333,94,5.4,10,0,0,0,0,0,0,0,0,4033963,4033963,4/25/20,2020-04
M,Moldova,3897,3897,126,126,116,116,5,5,0,0,0,0,0,0,0,0,4033963,4033963,4/30/20,2020-04
M,Monaco,80.66666667,73,3.6,7,1,1,0,0,0,0,0,0,0,0,0,0,39244,39244,4/5/20,2020-04
M,Monaco,92.33333333,90,1.8,6,1,1,0,0,0,0,0,0,0,0,0,0,39244,39244,4/10/20,2020-04
M,Monaco,93.66666667,93,0.2,0,3,3,0.4,2,0,0,0,0,0,0,0,0,39244,39244,4/15/20,2020-04
M,Monaco,94,94,0,0,3,3,0.2,0,0,0,0,0,0,0,0,0,39244,39244,4/20/20,2020-04
M,Monaco,94.66666667,94,0.2,0,4,4,0,0,0,0,0,0,0,0,0,0,39244,39244,4/25/20,2020-04
M,Monaco,95,95,0,0,4,4,0,0,0,0,0,0,0,0,0,0,39244,39244,4/30/20,2020-04
M,Mongolia,15.33333333,14,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3278292,3278292,4/5/20,2020-04
M,Mongolia,20.83333333,16,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3278292,3278292,4/10/20,2020-04
M,Mongolia,31.33333333,30,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3278292,3278292,4/15/20,2020-04
M,Mongolia,35.33333333,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3278292,3278292,4/20/20,2020-04
M,Mongolia,37.83333333,37,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3278292,3278292,4/25/20,2020-04
M,Mongolia,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278292,3278292,4/30/20,2020-04
M,Montenegro,240.5,214,10.2,13,2,2,0,0,0,0,0,0,0,0,0,0,628062,628062,4/5/20,2020-04
M,Montenegro,272.5,255,6.2,3,2.333333333,2,0.4,0,0,0,0,0,0,0,0,0,628062,628062,4/10/20,2020-04
M,Montenegro,303.5,288,5,5,4.333333333,4,0.2,0,0,0,0,0,0,0,0,0,628062,628062,4/15/20,2020-04
M,Montenegro,315.8333333,312,2.2,4,5,5,0.2,0,0,0,0,0,0,0,0,0,628062,628062,4/20/20,2020-04
M,Montenegro,321.1666667,320,0.6,1,6.666666667,6,0.2,0,0,0,0,0,0,0,0,0,628062,628062,4/25/20,2020-04
M,Montenegro,322,322,0,0,7,7,0,0,0,0,0,0,0,0,0,0,628062,628062,4/30/20,2020-04
M,Morocco,1237,1021,91,102,80,70,7.6,11,5504.8,4848,0,0,0,0,0,0,36910558,36910558,4/5/20,2020-04
M,Morocco,1721.5,1448,102.8,74,112,107,5.8,10,8568.2,7239,0,0,0,0,0,0,36910558,36910558,4/10/20,2020-04
M,Morocco,2576.166667,2024,193.4,136,130.6666667,127,3,1,12882,10650,0,0,0,0,0,0,36910558,36910558,4/15/20,2020-04
M,Morocco,3487.333333,3046,180.6,191,145.6666667,143,3.4,2,20050.2,16386,0,0,0,0,0,0,36910558,36910558,4/20/20,2020-04
M,Morocco,4179.666667,3897,112.6,139,160.6666667,159,2,1,29255.2,25443,0,0,0,0,0,0,36910558,36910558,4/25/20,2020-04
M,Morocco,4423,4423,102,102,170,170,2,2,34841,34841,0,0,0,0,0,0,36910558,36910558,4/30/20,2020-04
M,Mozambique,14,10,1.4,0,0,0,0,0,424.8,367,0,0,0,0,0,0,31255435,31255435,4/5/20,2020-04
M,Mozambique,23.16666667,20,2.2,3,0,0,0,0,643.2,541,0,0,0,0,0,0,31255435,31255435,4/10/20,2020-04
M,Mozambique,34.5,29,2.2,1,0,0,0,0,907,793,0,0,0,0,0,0,31255435,31255435,4/15/20,2020-04
M,Mozambique,50,39,5.2,0,0,0,0,0,1256.8,1110,0,0,0,0,0,0,31255435,31255435,4/20/20,2020-04
M,Mozambique,75,70,2.2,5,0,0,0,0,1715,1575,0,0,0,0,0,0,31255435,31255435,4/25/20,2020-04
M,Mozambique,76,76,0,0,0,0,0,0,2076,2076,0,0,0,0,0,0,31255435,31255435,4/30/20,2020-04
M,Myanmar,22.83333333,21,0.4,0,1,1,0.4,0,798.4,1246,0,0,0,0,0,0,54409794,54409794,4/5/20,2020-04
M,Myanmar,50.83333333,27,8,4,3.333333333,3,0.2,0,1917.6,1543,0,0,0,0,0,0,54409794,54409794,4/10/20,2020-04
M,Myanmar,95.83333333,74,9.6,11,4,4,0.2,0,2813.2,2803,0,0,0,0,0,0,54409794,54409794,4/15/20,2020-04
M,Myanmar,132,119,6.6,8,5,5,0,0,5170.2,4517,0,0,0,0,0,0,54409794,54409794,4/20/20,2020-04
M,Myanmar,148.1666667,146,1.2,2,5,5,0.2,0,5493.8,6115,0,0,0,0,0,0,54409794,54409794,4/25/20,2020-04
M,Myanmar,151,151,1,1,6,6,0,0,7890,7890,0,0,0,0,0,0,54409794,54409794,4/30/20,2020-04
N,Namibia,16,16,0.4,2,0,0,0,0,72.4,362,0,0,0,0,0,0,2540916,2540916,4/5/20,2020-04
N,Namibia,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540916,2540916,4/10/20,2020-04
N,Namibia,16,16,0,0,0,0,0,0,295.4,454,0,0,0,0,0,0,2540916,2540916,4/15/20,2020-04
N,Namibia,16,16,0,0,0,0,0,0,351.4,0,0,0,0,0,0,0,2540916,2540916,4/20/20,2020-04
N,Namibia,16,16,0,0,0,0,0,0,428.8,675,0,0,0,0,0,0,2540916,2540916,4/25/20,2020-04
N,Namibia,16,16,0,0,0,0,0,0,872,872,0,0,0,0,0,0,2540916,2540916,4/30/20,2020-04
N,Nepal,9,9,0,0,0,0,0,0,2183,1642,0,0,0,0,0,0,29136808,29136808,4/5/20,2020-04
N,Nepal,12.66666667,9,1.4,0,0,0,0,0,5025,3525,0,0,0,0,0,0,29136808,29136808,4/10/20,2020-04
N,Nepal,25.83333333,16,3,0,0,0,0,0,7532.6,6871,0,0,0,0,0,0,29136808,29136808,4/15/20,2020-04
N,Nepal,44.16666667,31,3.6,0,0,0,0,0,8959.4,8414,0,0,0,0,0,0,29136808,29136808,4/20/20,2020-04
N,Nepal,53.5,49,1.6,0,0,0,0,0,10479.8,9666,0,0,0,0,0,0,29136808,29136808,4/25/20,2020-04
N,Nepal,57,57,0,0,0,0,0,0,12011,12011,0,0,0,0,0,0,29136808,29136808,4/30/20,2020-04
N,Netherlands,20403.66667,17953,1035.2,1226,1917.666667,1771,149.4,115,18452.2,92261,0,0,0,0,0,0,17134873,17134873,4/5/20,2020-04
N,Netherlands,26028.66667,23249,1135.4,1346,2640,2520,110.4,117,26244.2,0,0,0,0,0,0,0,17134873,17134873,4/10/20,2020-04
N,Netherlands,31085,28316,1051.6,736,3314.333333,3145,148.4,190,34264.6,0,0,0,0,0,0,0,17134873,17134873,4/15/20,2020-04
N,Netherlands,35495.16667,33588,778.2,750,3920.333333,3764,121.4,67,0,0,0,0,0,0,0,0,17134873,17134873,4/20/20,2020-04
N,Netherlands,38497.66667,37384,453.8,655,4483,4424,84.6,120,41943.6,0,0,0,0,0,0,0,17134873,17134873,4/25/20,2020-04
N,Netherlands,39512,39512,514,514,4811,4811,84,84,0,0,0,0,0,0,0,0,17134873,17134873,4/30/20,2020-04
N,New Zealand,1172.833333,1039,57.8,89,1,1,0,0,50152.4,42310,0,0,0,0,0,0,4822233,4822233,4/5/20,2020-04
N,New Zealand,1337.666667,1283,25.4,44,3.333333333,2,1.6,1,63193.6,59731,0,0,0,0,0,0,4822233,4822233,4/10/20,2020-04
N,New Zealand,1414.833333,1386,13,20,9.666666667,9,0.6,0,79671.4,71501,0,0,0,0,0,0,4822233,4822233,4/15/20,2020-04
N,New Zealand,1453.833333,1440,6,9,13,12,1.2,0,105400.6,91991,0,0,0,0,0,0,4822233,4822233,4/20/20,2020-04
N,New Zealand,1473.333333,1470,3.2,9,18.66666667,18,0.2,0,127291.8,121282,0,0,0,0,0,0,4822233,4822233,4/25/20,2020-04
N,New Zealand,1479,1479,3,3,19,19,0,0,141341,141341,0,0,0,0,0,0,4822233,4822233,4/30/20,2020-04
N,Nicaragua,6.333333333,6,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,6624554,6624554,4/5/20,2020-04
N,Nicaragua,8.5,7,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,6624554,6624554,4/10/20,2020-04
N,Nicaragua,9.333333333,9,0.2,0,1,1,0.2,0,0,0,0,0,0,0,0,0,6624554,6624554,4/15/20,2020-04
N,Nicaragua,10.66666667,10,0.2,0,2,2,0.2,0,0,0,0,0,0,0,0,0,6624554,6624554,4/20/20,2020-04
N,Nicaragua,13,12,0.4,1,3,3,0,0,0,0,0,0,0,0,0,0,6624554,6624554,4/25/20,2020-04
N,Nicaragua,14,14,1,1,3,3,0,0,0,0,0,0,0,0,0,0,6624554,6624554,4/30/20,2020-04
N,Niger,317.5,184,53.2,40,10.33333333,10,0.6,2,0,0,0,0,0,0,0,0,24206636,24206636,4/5/20,2020-04
N,Niger,523.5,438,32,28,11.33333333,11,0.6,0,0,0,0,0,0,0,0,0,24206636,24206636,4/10/20,2020-04
N,Niger,621.6666667,584,15.6,14,15.33333333,14,1.2,0,0,0,0,0,0,0,0,0,24206636,24206636,4/15/20,2020-04
N,Niger,667.1666667,648,6.6,0,20.66666667,20,0.8,0,0,0,0,0,0,0,0,0,24206636,24206636,4/20/20,2020-04
N,Niger,703.6666667,684,6.4,3,28.33333333,27,1.6,3,0,0,0,0,0,0,0,0,24206636,24206636,4/25/20,2020-04
N,Niger,288.8333333,719,17,6,12,32,0.4,0,0,0,0,0,0,0,0,0,169752996.8,24206636,4/30/20,2020-04
N,Nigeria,265.5,232,14.8,18,5.333333333,5,0.6,1,1000,0,0,0,0,0,0,0,206139587,206139587,4/5/20,2020-04
N,Nigeria,344.8333333,305,17,17,9,7,0.8,0,0,0,0,0,0,0,0,0,206139587,206139587,4/10/20,2020-04
N,Nigeria,529.3333333,407,50.8,34,14,12,2,1,2760.4,0,0,0,0,0,0,0,206139587,206139587,4/15/20,2020-04
N,Nigeria,910.1666667,665,93.6,38,24,22,2.2,1,2012.2,0,0,0,0,0,0,0,206139587,206139587,4/20/20,2020-04
N,Nigeria,1497.333333,1182,126.6,87,38.33333333,35,3.8,3,7150,10918,0,0,0,0,0,0,206139587,206139587,4/25/20,2020-04
N,Nigeria,1932,1932,204,204,58,58,7,7,0,0,0,0,0,0,0,0,206139587,206139587,4/30/20,2020-04
N,Norway,6041.5,5687,132.2,137,78.66666667,71,9.2,9,19343.2,13558,0,0,0,0,0,0,5421242,5421242,4/5/20,2020-04
N,Norway,6535.666667,6314,82.4,103,120,113,6.2,5,28108.6,25023,0,0,0,0,0,0,5421242,5421242,4/10/20,2020-04
N,Norway,6973.833333,6740,91,117,154.3333333,150,5.2,11,40871.2,35805,0,0,0,0,0,0,5421242,5421242,4/15/20,2020-04
N,Norway,7341.333333,7156,77,78,183.3333333,181,6.8,16,54862,48143,0,0,0,0,0,0,5421242,5421242,4/20/20,2020-04
N,Norway,7622.166667,7499,49.4,36,202.3333333,201,1.6,2,68136,62459,0,0,0,0,0,0,5421242,5421242,4/25/20,2020-04
N,Norway,7738,7738,28,28,210,210,3,3,80043,80043,0,0,0,0,0,0,5421242,5421242,4/30/20,2020-04
O,Oceania,7141.166667,6739,170.2,226,41,36,4.2,5,0,0,0,0,0,0,0,0,42677809,42677809,4/5/20,2020-04
O,Oceania,7695.5,7516,87,152,60.33333333,56,3.8,4,0,0,0,0,0,0,0,0,42677809,42677809,4/10/20,2020-04
O,Oceania,7975.5,7844,53.2,45,73.66666667,72,1.6,1,0,0,0,0,0,0,0,0,42677809,42677809,4/15/20,2020-04
O,Oceania,8138.333333,8088,19.8,23,80,79,3.6,0,0,0,0,0,0,0,0,0,42677809,42677809,4/20/20,2020-04
O,Oceania,8231.166667,8190,18,26,100.6666667,98,2.6,1,0,0,0,0,0,0,0,0,42677809,42677809,4/25/20,2020-04
O,Oceania,8271,8271,17,17,112,112,2,2,0,0,0,0,0,0,0,0,42677809,42677809,4/30/20,2020-04
O,Oman,393.3333333,298,36,21,2,2,0.2,0,0,0,0,0,0,0,0,0,5106622,5106622,4/5/20,2020-04
O,Oman,679.8333333,484,71.2,27,3.333333333,3,0.2,0,0,0,0,0,0,0,0,0,5106622,5106622,4/10/20,2020-04
O,Oman,1142.333333,910,90.6,97,4.666666667,4,0.6,0,0,0,0,0,0,0,0,0,5106622,5106622,4/15/20,2020-04
O,Oman,1657.166667,1410,104.8,144,7.666666667,7,0.6,0,0,0,0,0,0,0,0,0,5106622,5106622,4/20/20,2020-04
O,Oman,2117.5,1905,96.8,115,10,10,0,0,0,0,0,0,0,0,0,0,5106622,5106622,4/25/20,2020-04
O,Oman,2348,2348,74,74,11,11,1,1,0,0,0,0,0,0,0,0,5106622,5106622,4/30/20,2020-04
P,Pakistan,4376.5,3766,307.6,609,57,53,3.8,6,43363.8,35875,0,0,0,0,0,0,220892331,220892331,4/5/20,2020-04
P,Pakistan,5812.666667,5011,337.6,316,90,86,9,20,65623.6,57836,0,0,0,0,0,0,220892331,220892331,4/10/20,2020-04
P,Pakistan,7985.5,6919,407,536,135.3333333,128,13,17,91811,78979,0,0,0,0,0,0,220892331,220892331,4/15/20,2020-04
P,Pakistan,11464.5,9565,861,1147,216.6666667,201,18.6,25,97148,0,0,0,0,0,0,0,220892331,220892331,4/20/20,2020-04
P,Pakistan,15385.16667,13328,818.8,605,295,281,23.2,12,151280.4,138147,0,0,0,0,0,0,220892331,220892331,4/25/20,2020-04
P,Pakistan,18114,18114,1297,1297,417,417,32,32,174160,174160,0,0,0,0,0,0,220892331,220892331,4/30/20,2020-04
P,Palestine,257.5,237,9.2,20,1,1,0,0,0,0,0,0,0,0,0,0,5101416,5101416,4/5/20,2020-04
P,Palestine,275.6666667,267,4.2,4,2,2,0.2,1,0,0,0,0,0,0,0,0,5101416,5101416,4/10/20,2020-04
P,Palestine,308.8333333,291,7,7,2,2,0,0,0,0,0,0,0,0,0,0,5101416,5101416,4/15/20,2020-04
P,Palestine,335.1666667,329,4.2,10,2,2,0,0,0,0,0,0,0,0,0,0,5101416,5101416,4/20/20,2020-04
P,Palestine,342.8333333,342,0.8,2,2,2,0,0,0,0,0,0,0,0,0,0,5101416,5101416,4/25/20,2020-04
P,Palestine,344,344,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5101416,5101416,4/30/20,2020-04
P,Panama,2236.333333,1801,171,128,51.66666667,46,4.4,5,10991,9749,0,0,0,0,0,0,4314768,4314768,4/5/20,2020-04
P,Panama,3234.333333,2752,188.8,224,73,66,6.2,3,14824.6,13498,0,0,0,0,0,0,4314768,4314768,4/10/20,2020-04
P,Panama,4048.5,3574,160.2,102,102.3333333,95,5.2,1,18265.6,16668,0,0,0,0,0,0,4314768,4314768,4/15/20,2020-04
P,Panama,4998,4467,213,194,134.3333333,126,6.8,6,22396.4,20681,0,0,0,0,0,0,4314768,4314768,4/20/20,2020-04
P,Panama,6044.833333,5538,208,200,163.6666667,159,4.8,5,27109.4,24924,0,0,0,0,0,0,4314768,4314768,4/25/20,2020-04
P,Panama,6532,6532,154,154,188,188,10,10,30029,30029,0,0,0,0,0,0,4314768,4314768,4/30/20,2020-04
P,Papua New Guinea,1.833333333,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,8947027,8947027,4/5/20,2020-04
P,Papua New Guinea,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947027,8947027,4/10/20,2020-04
P,Papua New Guinea,6.166666667,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8947027,8947027,4/15/20,2020-04
P,Papua New Guinea,7.666666667,7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,8947027,8947027,4/20/20,2020-04
P,Papua New Guinea,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947027,8947027,4/25/20,2020-04
P,Papua New Guinea,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947027,8947027,4/30/20,2020-04
P,Paraguay,117.3333333,104,5.6,8,4.333333333,3,0.4,0,2244.2,1846,0,0,0,0,0,0,7132530,7132530,4/5/20,2020-04
P,Paraguay,143.8333333,129,7,5,6,6,0.4,1,3392.8,2905,0,0,0,0,0,0,7132530,7132530,4/10/20,2020-04
P,Paraguay,191.6666667,161,9.4,2,8,8,0.2,1,4916.8,4267,0,0,0,0,0,0,7132530,7132530,4/15/20,2020-04
P,Paraguay,215.5,208,3.4,2,8.333333333,8,0.2,0,6601.4,5878,0,0,0,0,0,0,7132530,7132530,4/20/20,2020-04
P,Paraguay,238,228,3.2,5,9,9,0,0,8468.8,7630,0,0,0,0,0,0,7132530,7132530,4/25/20,2020-04
P,Paraguay,266,266,27,27,10,10,1,1,9903,9903,0,0,0,0,0,0,7132530,7132530,4/30/20,2020-04
P,Peru,3881.833333,2281,702,535,366.6666667,317,62.2,59,27978.8,24714,0,0,0,0,0,0,32971846,32971846,4/5/20,2020-04
P,Peru,8637.666667,5897,1009.4,641,749.6666667,650,98.4,81,34488,31942,0,0,0,0,0,0,32971846,32971846,4/10/20,2020-04
P,Peru,13971.33333,11475,1065,1172,1341,1200,145,139,41854,38524,0,0,0,0,0,0,32971846,32971846,4/15/20,2020-04
P,Peru,20217.5,16325,1204,697,2202.333333,1990,224.8,204,51522,46789,0,0,0,0,0,0,32971846,32971846,4/20/20,2020-04
P,Peru,30607.33333,25331,2456.6,3683,3493,3198,308,288,62214.2,58514,0,0,0,0,0,0,32971846,32971846,4/25/20,2020-04
P,Peru,36976,36976,3045,3045,4782,4782,332,332,69509,69509,0,0,0,0,0,0,32971846,32971846,4/30/20,2020-04
P,Philippines,3801.833333,3246,196.4,152,164,152,11.8,8,27045.8,23027,0,0,0,0,0,0,109581085,109581085,4/5/20,2020-04
P,Philippines,4813.166667,4195,229.4,119,255,221,26.4,18,36158.2,32770,0,0,0,0,0,0,109581085,109581085,4/10/20,2020-04
P,Philippines,5966,5453,207.2,230,366,349,14.8,14,49393.8,42623,0,0,0,0,0,0,109581085,109581085,4/15/20,2020-04
P,Philippines,6872.5,6459,186.6,200,437,428,13.6,19,64622.8,57831,0,0,0,0,0,0,109581085,109581085,4/20/20,2020-04
P,Philippines,7884.666667,7294,204,102,502,494,16.2,17,85166,76631,0,0,0,0,0,0,109581085,109581085,4/25/20,2020-04
