Country,location,Avg_TotalCase,total_cases,Avg_Ncase,new_cases,Avg_Tdeath,total_deaths,Avg_Ndeath,new_deaths,Avg_Ttest,total_tests,Avg_Tvaccine,total_vaccination,Avg_Hvaccin,vaccinated,Avg_Fvaccin,fully_vaccinated,Avg_Pop,population,Date,A_Date
N,Nigeria,96606,92705,1542.4,1354,1324.333333,1319,6.4,1,802921.2,980046,0,0,0,0,0,0,206139587,206139587,1/5/21,2021-01
N,Nigeria,103473.5,100087,1283,1024,1364,1358,11,8,638990.6,1025560,0,0,0,0,0,0,206139587,206139587,1/10/21,2021-01
N,Nigeria,111112.5,107345,1565.4,1867,1422.666667,1413,11.8,8,1161381.6,1141147,0,0,0,0,0,0,206139587,206139587,1/15/21,2021-01
N,Nigeria,119108,114691,1652.2,1386,1484.333333,1478,8,14,1225362.8,1198758,0,0,0,0,0,0,206139587,206139587,1/20/21,2021-01
N,Nigeria,126618.3333,122996,1421.6,1430,1524,1507,14.6,3,254104.6,1270523,0,0,0,0,0,0,206139587,206139587,1/25/21,2021-01
N,Nigeria,130899.5,130557,1284,1883,1582,1578,4.5,1,651205,0,0,0,0,0,0,0,206139587,206139587,1/30/21,2021-01
N,Norway,53968,52180,734.8,935,461.3333333,452,4.6,3,2901383.6,2845855,17562.8,5671,17562.8,5671,0,0,5421242,5421242,1/5/21,2021-01
N,Norway,56868.66667,55474,563.4,555,477.3333333,472,7.8,0,3015695.2,2962572,31759.6,23220,31759.6,23220,0,0,5421242,5421242,1/10/21,2021-01
N,Norway,58945.83333,58202,344,466,517,517,2.8,6,3104673.2,3079699,53395.4,50825,53105.8,50825,289.6,0,5421242,5421242,1/15/21,2021-01
N,Norway,60651.83333,59887,325.2,431,543.6666667,543,3.8,18,3182150.2,3155659,78932.8,69802,76957.2,67974,1975.6,1828,5421242,5421242,1/20/21,2021-01
N,Norway,62085.66667,61315,298.6,233,551.3333333,548,4,4,3273142,3231857,106496,82910,94816.2,80882,11679.8,2028,5421242,5421242,1/25/21,2021-01
N,Norway,62879.5,62793,195.5,218,564,564,0,0,3323230,3319660,130987,130884,109794.5,109721,21192.5,21163,5421242,5421242,1/30/21,2021-01
O,Oceania,31654.5,31598,25.4,23,945,945,0,0,0,0,0,0,0,0,0,0,42677809,42677809,1/5/21,2021-01
O,Oceania,31787.33333,31724,24.8,22,945,945,0,0,0,0,0,0,0,0,0,0,42677809,42677809,1/10/21,2021-01
O,Oceania,31895.83333,31846,18.8,20,945,945,0,0,0,0,0,0,0,0,0,0,42677809,42677809,1/15/21,2021-01
O,Oceania,31959.33333,31930,12,10,945,945,0,0,0,0,0,0,0,0,0,0,42677809,42677809,1/20/21,2021-01
O,Oceania,32023.5,31985,12,5,945,945,0,0,0,0,0,0,0,0,0,0,42677809,42677809,1/25/21,2021-01
O,Oceania,32049.5,32046,6.5,6,945,945,0,0,0,0,0,0,0,0,0,0,42677809,42677809,1/30/21,2021-01
O,Oman,130080,129774,97.2,190,1503.666667,1502,0.6,0,0,0,14334,12751,14334,12751,0,0,5106622,5106622,1/5/21,2021-01
O,Oman,130991,130608,238.8,538,1508,1508,0.8,3,0,0,20359.2,15907,20359.2,15907,0,0,5106622,5106622,1/10/21,2021-01
O,Oman,131798.6667,131264,176.4,0,1510,1509,1.4,0,0,0,21005.2,0,19818.4,0,1186.8,0,5106622,5106622,1/15/21,2021-01
O,Oman,132678.6667,132317,179.6,171,1516.666667,1516,1,0,0,0,18597.6,29548,14863.8,24773,3733.8,4775,5106622,5106622,1/20/21,2021-01
O,Oman,133569.6667,133253,136.8,209,1523.666667,1522,1.2,1,0,0,21571.4,34606,14863.8,24773,6707.6,9833,5106622,5106622,1/25/21,2021-01
O,Oman,134027,133728,299,0,1528,1527,1,0,0,0,0,0,0,0,0,0,5106622,5106622,1/30/21,2021-01
P,Pakistan,498567.5,492594,2388,2118,10510,10461,47,52,6963888.8,6884940,0,0,0,0,0,0,220892331,220892331,1/5/21,2021-01
P,Pakistan,510474.5,504293,2384.4,1877,10721.66667,10676,43.8,32,7163780.8,7088014,0,0,0,0,0,0,220892331,220892331,1/10/21,2021-01
P,Pakistan,522035.3333,516770,2089,2432,10952,10908,48,45,7365143.4,7284009,0,0,0,0,0,0,220892331,220892331,1/15/21,2021-01
P,Pakistan,531537,527146,1851.6,2363,11202.66667,11157,43,54,7562828.4,7481688,0,0,0,0,0,0,220892331,220892331,1/20/21,2021-01
P,Pakistan,540306,535914,1834.6,1873,11446.66667,11376,61,58,7764087.2,7680242,0,0,0,0,0,0,220892331,220892331,1/25/21,2021-01
P,Pakistan,545620.5,544813,1607,1599,11670,11657,30,34,7910968.5,7889741,0,0,0,0,0,0,220892331,220892331,1/30/21,2021-01
P,Palestine,145475.5,143169,894.6,941,1520,1505,18.6,15,0,0,0,0,0,0,0,0,5101416,5101416,1/5/21,2021-01
P,Palestine,149325.8333,147400,760.8,699,1616,1604,16.4,21,0,0,0,0,0,0,0,0,5101416,5101416,1/10/21,2021-01
P,Palestine,152330,151142,517.6,637,1701.666667,1687,15.2,22,0,0,0,0,0,0,0,0,5101416,5101416,1/15/21,2021-01
P,Palestine,154752.3333,153590,464.2,497,1759,1751,10,10,0,0,0,0,0,0,0,0,5101416,5101416,1/20/21,2021-01
P,Palestine,157265.5,155884,550.8,470,1802.333333,1796,6.4,5,0,0,0,0,0,0,0,0,5101416,5101416,1/25/21,2021-01
P,Palestine,158760.5,158559,397,391,1832,1831,5,8,0,0,0,0,0,0,0,0,5101416,5101416,1/30/21,2021-01
P,Panama,270470.3333,259770,4108.4,3540,4280.666667,4238,41.8,41,1387141.6,1351763,0,0,0,0,0,0,4314768,4314768,1/5/21,2021-01
P,Panama,286487.8333,279196,2902.6,2424,4505.333333,4455,49,49,1457845.4,1431113,0,0,0,0,0,0,4314768,4314768,1/10/21,2021-01
P,Panama,298758.6667,293592,2049.8,2307,4738,4689,42.6,38,1524401.2,1500009,0,0,0,0,0,0,4314768,4314768,1/15/21,2021-01
P,Panama,308429.1667,303777,1942,2243,4945.333333,4912,39.8,48,1585800.4,1560135,4092.8,641,4092.8,641,0,0,4314768,4314768,1/20/21,2021-01
P,Panama,315984.3333,312158,1401.8,914,5137,5098,31.6,35,1637682.2,1615475,8027,6597,8027,6597,0,0,4314768,4314768,1/25/21,2021-01
P,Panama,319916,319453,1063,1200,5257,5244,24.5,23,1673819,1670473,0,0,0,0,0,0,4314768,4314768,1/30/21,2021-01
P,Papua New Guinea,805,799,2.4,0,9,9,0,0,0,0,0,0,0,0,0,0,8947027,8947027,1/5/21,2021-01
P,Papua New Guinea,825.6666667,811,4.6,0,9,9,0,0,0,0,0,0,0,0,0,0,8947027,8947027,1/10/21,2021-01
P,Papua New Guinea,834.1666667,834,0,0,9,9,0,0,0,0,0,0,0,0,0,0,8947027,8947027,1/15/21,2021-01
P,Papua New Guinea,835,835,0.2,1,9,9,0,0,0,0,0,0,0,0,0,0,8947027,8947027,1/20/21,2021-01
P,Papua New Guinea,848.1666667,835,3.2,0,9,9,0,0,0,0,0,0,0,0,0,0,8947027,8947027,1/25/21,2021-01
P,Papua New Guinea,851,851,0,0,9,9,0,0,0,0,0,0,0,0,0,0,8947027,8947027,1/30/21,2021-01
P,Paraguay,113349.8333,110796,1037.8,959,2336.666667,2321,16.4,16,577357.8,571215,0,0,0,0,0,0,7132530,7132530,1/5/21,2021-01
P,Paraguay,118146.5,115733,922.8,707,2420.666667,2405,15.8,18,592248.4,586641,0,0,0,0,0,0,7132530,7132530,1/10/21,2021-01
P,Paraguay,122498.5,120789,743.8,1149,2493,2479,13.8,13,607906.4,601411,0,0,0,0,0,0,7132530,7132530,1/15/21,2021-01
P,Paraguay,126572.3333,124447,858.6,1088,2570.333333,2556,16.4,21,624223.8,617756,0,0,0,0,0,0,7132530,7132530,1/20/21,2021-01
P,Paraguay,130545.6667,128366,846.8,714,2650.333333,2632,15.2,15,639626,633148,0,0,0,0,0,0,7132530,7132530,1/25/21,2021-01
P,Paraguay,132887.5,132548,670.5,662,2711,2704,12.5,11,650969,649353,0,0,0,0,0,0,7132530,7132530,1/30/21,2021-01
P,Peru,1023675.167,1019475,1341,0,94138.33333,93958,201.6,210,1844977.6,1805555,0,0,0,0,0,0,32971846,32971846,1/5/21,2021-01
P,Peru,1039199.833,1026180,2810.2,0,95230.66667,94976,257.6,220,1928594.4,1886546,0,0,0,0,0,0,32971846,32971846,1/10/21,2021-01
P,Peru,1061160.167,1056023,4067.2,15792,96658.33333,96320,334.6,276,2021417.8,1993228,0,0,0,0,0,0,32971846,32971846,1/15/21,2021-01
P,Peru,1083353,1073214,6674.2,12647,98542.66667,98137,438.6,420,2116380.2,2078710,0,0,0,0,0,0,32971846,32971846,1/20/21,2021-01
P,Peru,1112515.5,1093938,5149.4,0,101081.6667,100377,569.2,467,2210647.6,2166410,0,0,0,0,0,0,32971846,32971846,1/25/21,2021-01
P,Peru,1135630.5,1133022,9277,13337,103445.5,103081,527,325,2272117,2269509,0,0,0,0,0,0,32971846,32971846,1/30/21,2021-01
P,Philippines,483308.6667,479693,1407.2,932,9341.333333,9321,27,58,6581773.6,6507396,0,0,0,0,0,0,109581085,109581085,1/5/21,2021-01
P,Philippines,492105.8333,487690,1761.6,1893,9458.333333,9405,68.2,7,6751942.4,6683059,0,0,0,0,0,0,109581085,109581085,1/10/21,2021-01
P,Philippines,501445.5,496646,1895.8,2041,9885,9876,47.8,137,6928453.6,6864840,0,0,0,0,0,0,109581085,109581085,1/15/21,2021-01
P,Philippines,510639.5,505939,1907,1855,10098,10042,52.8,64,7100312.8,7027099,0,0,0,0,0,0,109581085,109581085,1/20/21,2021-01
P,Philippines,519012.1667,514996,1558.8,1377,10386.33333,10292,71.6,50,7269892.4,7194358,0,0,0,0,0,0,109581085,109581085,1/25/21,2021-01
P,Philippines,524567,523516,2102.5,2103,10709,10669,74.5,69,7402873,7388655,0,0,0,0,0,0,109581085,109581085,1/30/21,2021-01
P,Poland,1359957.333,1330543,10688.4,7596,29932.66667,29502,370,341,7226555.6,7119350,177670,140226,177670,140226,0,0,37846605,37846605,1/5/21,2021-01
P,Poland,1402212.167,1385522,7594.6,9133,31348.66667,31189,289,178,7467135,7380144,310039.8,203053,310039.8,203053,0,0,37846605,37846605,1/10/21,2021-01
P,Poland,1436829.833,1422320,5888.4,7958,33137.33333,32844,248.4,388,7776816.8,7669669,480025,436963,476962.4,436963,3062.6,0,37846605,37846605,1/15/21,2021-01
P,Poland,1466232.167,1450747,6328.2,6943,34536.66667,34141,333,443,8000996.2,7913249,665939.8,591785,624968.2,566793,40971.6,24992,37846605,37846605,1/20/21,2021-01
P,Poland,1493083.667,1478119,5473,2674,35706.66667,35401,283.4,38,8244788.2,8098827,985762.8,776987,841123.4,701222,144639.4,75765,37846605,37846605,1/25/21,2021-01
P,Poland,1511029.5,1508674,5287.5,5864,37131,37082,200,302,8339118,8323108,1166917.5,1156931,967410,958453,199507.5,198478,37846605,37846605,1/30/21,2021-01
P,Portugal,461050.5,436579,8912.8,4956,7378.333333,7286,101,90,5958902.4,5850129,65648.8,46433,65648.8,46433,0,0,10196707,10196707,1/5/21,2021-01
P,Portugal,503819.5,483689,8323.8,7502,7936,7803,136.6,102,6194399.8,6085724,95864.4,74392,95864.4,74392,2.4,0,10196707,10196707,1/10/21,2021-01
P,Portugal,553792,528469,9830.4,10663,8704.333333,8543,172.4,159,6468212.4,6373175,135465,126701,132979.2,126701,2491.2,3,10196707,10196707,1/15/21,2021-01
P,Portugal,614943.6667,581605,13846.4,14647,9690.333333,9465,244.6,219,6791759.4,6655975,236281.2,187290,210522.2,168672,25768,18627,10196707,10196707,1/20/21,2021-01
P,Portugal,676821,643113,12478.6,6923,11012.66667,10721,283.4,252,7104974.2,6960808,241675.4,0,0,0,0,0,10196707,10196707,1/25/21,2021-01
P,Portugal,715767,711018,10966.5,12435,12330.5,12179,298,293,7309253.5,7296442,347183,343914,280260,278453,69452,67990,10196707,10196707,1/30/21,2021-01
Q,Qatar,145364.5,144852,205.6,208,245,245,0.2,0,1272418.2,1261956,0,0,0,0,0,0,2881060,2881060,1/5/21,2021-01
Q,Qatar,146377.6667,145865,203.4,193,246,246,0,0,1296318.2,1286667,0,0,0,0,0,0,2881060,2881060,1/10/21,2021-01
Q,Qatar,147414,146885,208,196,246,246,0.4,0,1319114.4,1311760,0,0,0,0,0,0,2881060,2881060,1/15/21,2021-01
Q,Qatar,148644.3333,148000,258,271,248,248,0,0,1343751.6,1333825,0,0,0,0,0,0,2881060,2881060,1/20/21,2021-01
Q,Qatar,150118.1667,149296,320.4,277,248,248,0,0,1368702,1357657,10000,0,0,0,0,0,2881060,2881060,1/25/21,2021-01
Q,Qatar,151159.5,150984,357,363,248,248,0,0,694209.5,0,0,0,0,0,0,0,2881060,2881060,1/30/21,2021-01
R,Romania,660756.3333,648288,4928.6,4729,16295.66667,16178,107,121,4936112.6,4868383,74314,41609,74314,41609,0,0,19237682,19237682,1/5/21,2021-01
R,Romania,679350.3333,671284,3343,3082,16753.33333,16654,88.6,62,3028814.4,5017624,136493.4,108294,136493.4,108294,0,0,19237682,19237682,1/10/21,2021-01
R,Romania,694558.5,688270,2596.2,3353,17161,17098,66.8,63,3098725.8,5129855,217845.8,183669,216756.6,183669,1089.2,0,19237682,19237682,1/15/21,2021-01
R,Romania,707319,700898,2622.4,3000,17555.66667,17485,81.4,116,4206841.2,5220200,381517.2,308384,370928.6,302571,10588.6,5813,19237682,19237682,1/20/21,2021-01
R,Romania,719882,712561,2648,1551,17931.33333,17841,84,65,5355011.8,5306711,568021.8,484631,509996.4,459568,58025.4,25063,19237682,19237682,1/25/21,2021-01
R,Romania,727830.5,726918,2246.5,2668,18299.5,18264,69.5,68,5437899.5,5432062,681905.5,672396,578155.5,571092,103750,101304,19237682,19237682,1/30/21,2021-01
R,Russia,3309202.333,3250713,23483.4,23955,59157,58706,464,503,92952661.4,92338414,0,0,0,0,0,0,145934460,145934460,1/5/21,2021-01
R,Russia,3424423.333,3366715,23012.4,22540,61420,60963,498.6,440,94721746.2,93963616,200000,0,200000,0,0,0,145934460,145934460,1/10/21,2021-01
R,Russia,3540577.5,3483531,23018.6,24294,64097.66667,63558,523.2,542,96985459.2,96211226,0,0,0,0,0,0,145934460,145934460,1/15/21,2021-01
R,Russia,3647603,3595136,20983.4,20806,66800,66214,553,582,98923149.4,98052319,0,0,0,0,0,0,145934460,145934460,1/20/21,2021-01
R,Russia,3743748.833,3698246,18453.4,18999,69401,68841,531.4,444,100775452.2,100014384,0,0,0,0,0,0,145934460,145934460,1/25/21,2021-01
R,Russia,3799306.5,3790265,18417,18751,71792.5,71556,487.5,502,102169527.5,102002995,0,0,0,0,0,0,145934460,145934460,1/30/21,2021-01
R,Rwanda,9282.833333,8955,122.6,107,111.6666667,110,2.6,5,600647.2,741036,0,0,0,0,0,0,12952209,12952209,1/5/21,2021-01
R,Rwanda,10062.5,9630,171,169,123,120,3,2,769319,765086,0,0,0,0,0,0,12952209,12952209,1/10/21,2021-01
R,Rwanda,11187,10573,246.4,257,140,138,3,5,312912,779511,0,0,0,0,0,0,12952209,12952209,1/15/21,2021-01
R,Rwanda,12567.66667,11860,285.4,312,160,153,5.2,5,650647.2,804337,0,0,0,0,0,0,12952209,12952209,1/20/21,2021-01
R,Rwanda,14298.83333,13311,361.8,336,180.3333333,177,2.8,3,678278,830808,0,0,0,0,0,0,12952209,12952209,1/25/21,2021-01
R,Rwanda,15211,15118,260,334,194.5,193,4,5,875308.5,864349,0,0,0,0,0,0,12952209,12952209,1/30/21,2021-01
S,Saint Kitts and Nevis,33.5,33,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,53192,1/5/21,2021-01
S,Saint Kitts and Nevis,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,53192,1/10/21,2021-01
S,Saint Kitts and Nevis,34.5,34,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,53192,1/15/21,2021-01
S,Saint Kitts and Nevis,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,53192,1/20/21,2021-01
S,Saint Kitts and Nevis,36.66666667,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,53192,1/25/21,2021-01
S,Saint Kitts and Nevis,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,53192,1/30/21,2021-01
S,Saint Lucia,402.6666667,380,15.6,20,5,5,0,0,0,0,0,0,0,0,0,0,183629,183629,1/5/21,2021-01
S,Saint Lucia,501.8333333,438,21,0,5,5,0.2,0,0,0,0,0,0,0,0,0,183629,183629,1/10/21,2021-01
S,Saint Lucia,631.3333333,576,22.6,33,7.333333333,6,0.4,0,0,0,0,0,0,0,0,0,183629,183629,1/15/21,2021-01
S,Saint Lucia,775.3333333,713,30.8,57,9,8,0.6,0,0,0,0,0,0,0,0,0,183629,183629,1/20/21,2021-01
S,Saint Lucia,1032.5,886,77,76,12.33333333,11,0.4,0,0,0,0,0,0,0,0,0,183629,183629,1/25/21,2021-01
S,Saint Lucia,1195,1195,0,0,13,13,0,0,0,0,0,0,0,0,0,0,183629,183629,1/30/21,2021-01
S,Saint Vincent and the Grenadines,175.6666667,133,20.2,9,0,0,0,0,0,0,0,0,0,0,0,0,110947,110947,1/5/21,2021-01
S,Saint Vincent and the Grenadines,309.3333333,249,23,24,0,0,0,0,0,0,0,0,0,0,0,0,110947,110947,1/10/21,2021-01
S,Saint Vincent and the Grenadines,512.6666667,450,52.4,110,1,1,0.4,1,0,0,0,0,0,0,0,0,110947,110947,1/15/21,2021-01
S,Saint Vincent and the Grenadines,697.6666667,602,27.2,0,2,2,0,0,0,0,0,0,0,0,0,0,110947,110947,1/20/21,2021-01
S,Saint Vincent and the Grenadines,823,746,31.6,8,2,2,0,0,0,0,0,0,0,0,0,0,110947,110947,1/25/21,2021-01
S,Saint Vincent and the Grenadines,898.5,896,2.5,0,2,2,0,0,0,0,0,0,0,0,0,0,110947,110947,1/30/21,2021-01
S,Samoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198410,198410,1/5/21,2021-01
S,Samoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198410,198410,1/10/21,2021-01
S,Samoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198410,198410,1/15/21,2021-01
S,Samoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198410,198410,1/20/21,2021-01
S,Samoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198410,198410,1/25/21,2021-01
S,Samoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198410,198410,1/30/21,2021-01
S,San Marino,2594.166667,2549,27,56,62.66666667,62,0.4,0,0,0,0,0,0,0,0,0,33938,33938,1/5/21,2021-01
S,San Marino,2704.666667,2628,21.8,0,64.33333333,64,0.2,0,0,0,0,0,0,0,0,0,33938,33938,1/10/21,2021-01
S,San Marino,2788,2767,13.2,30,65,65,0,0,0,0,0,0,0,0,0,0,33938,33938,1/15/21,2021-01
S,San Marino,2857.666667,2815,14.2,12,65,65,0,0,0,0,0,0,0,0,0,0,33938,33938,1/20/21,2021-01
S,San Marino,2951,2889,24.4,15,65,65,0,0,0,0,0,0,0,0,0,0,33938,33938,1/25/21,2021-01
S,San Marino,3010.5,2996,14.5,0,66,65,1,0,0,0,0,0,0,0,0,0,33938,33938,1/30/21,2021-01
S,Sao Tome and Principe,1045,1024,8.4,0,17,17,0,0,0,0,0,0,0,0,0,0,219161,219161,1/5/21,2021-01
S,Sao Tome and Principe,1095.166667,1066,10.6,0,17,17,0,0,0,0,0,0,0,0,0,0,219161,219161,1/10/21,2021-01
S,Sao Tome and Principe,1143.333333,1125,6.4,6,17,17,0,0,0,0,0,0,0,0,0,0,219161,219161,1/15/21,2021-01
S,Sao Tome and Principe,1181.333333,1170,7.4,19,17,17,0,0,0,0,0,0,0,0,0,0,219161,219161,1/20/21,2021-01
S,Sao Tome and Principe,1225.5,1189,11.4,1,17,17,0,0,0,0,0,0,0,0,0,0,219161,219161,1/25/21,2021-01
S,Sao Tome and Principe,1256.5,1256,6,11,17,17,0,0,0,0,0,0,0,0,0,0,219161,219161,1/30/21,2021-01
S,Saudi Arabia,363534,363259,107.4,104,6271.666667,6265,6,9,11291752.4,11214105,63240,0,0,0,0,0,34813867,34813867,1/5/21,2021-01
S,Saudi Arabia,364196.3333,363809,149.6,117,6295.333333,6291,4.8,5,11504541.6,11405293,0,0,0,0,0,0,34813867,34813867,1/10/21,2021-01
S,Saudi Arabia,365047,364613,177,173,6318,6313,5,3,11739335,11647424,59106,0,0,0,0,0,34813867,34813867,1/15/21,2021-01
S,Saudi Arabia,366077.6667,365563,209.2,238,6342,6338,3.4,3,11976002.6,11893283,78328.6,0,0,0,0,0,34813867,34813867,1/20/21,2021-01
S,Saudi Arabia,367174.3333,366584,234.4,213,6359,6355,3.2,3,12191195,12100328,0,0,0,0,0,0,34813867,34813867,1/25/21,2021-01
S,Saudi Arabia,367943.5,367813,265.5,270,6373.5,6372,3.5,4,12336201,12313953,220309,440618,0,0,0,0,34813867,34813867,1/30/21,2021-01
S,Senegal,20568.83333,19964,239.4,161,433,428,7,4,289214,285498,0,0,0,0,0,0,16743930,16743930,1/5/21,2021-01
S,Senegal,21820,21245,235.6,245,471.3333333,465,7.4,6,298648.8,295419,0,0,0,0,0,0,16743930,16743930,1/10/21,2021-01
S,Senegal,23070,22396,242.8,218,510,506,8,10,308648.8,304240,0,0,0,0,0,0,16743930,16743930,1/15/21,2021-01
S,Senegal,24323.16667,23642,267,250,553,546,7.8,10,318524.2,313717,0,0,0,0,0,0,16743930,16743930,1/20/21,2021-01
S,Senegal,25557.66667,24993,233.6,266,591.6666667,582,8.4,7,328979,325423,0,0,0,0,0,0,16743930,16743930,1/25/21,2021-01
S,Senegal,26368,26213,314,318,624.5,621,5.5,4,336221.5,335180,0,0,0,0,0,0,16743930,16743930,1/30/21,2021-01
S,Serbia,354534,349238,1908,2653,3442.666667,3405,29.8,41,2367358.4,2344590,1400,0,1400,0,0,0,6804596,6804596,1/5/21,2021-01
S,Serbia,364913.5,359689,2389.4,3564,3610.333333,3582,34.8,69,2424094,2399702,5487.2,9300,5487.2,9300,0,0,6804596,6804596,1/10/21,2021-01
S,Serbia,373487.8333,369823,1545.4,1751,3729.333333,3708,20.8,21,2477362,2459722,0,0,0,0,0,0,6804596,6804596,1/15/21,2021-01
S,Serbia,381392.3333,377445,1560.8,1646,3829.666667,3810,19,19,2526494.2,2506636,126061.8,44611,126061.8,44611,0,0,6804596,6804596,1/20/21,2021-01
S,Serbia,389710.8333,385126,1750.2,1523,3924.333333,3905,19.4,19,2577419,2553276,354034,256521,354034,256521,0,0,6804596,6804596,1/25/21,2021-01
S,Serbia,394580,393897,1454.5,1543,4010,4000,18.5,17,2613526.5,2609580,218690,437380,218690,437380,0,0,6804596,6804596,1/30/21,2021-01
S,Seychelles,431.6666667,354,37.2,32,1,1,0,0,0,0,0,0,0,0,0,0,98340,98340,1/5/21,2021-01
S,Seychelles,601.6666667,531,23.8,23,1,1,0,0,0,0,400,0,400,0,0,0,98340,98340,1/10/21,2021-01
S,Seychelles,718.5,656,23.8,29,1.666666667,1,0.2,0,0,0,4395.2,4000,4395.2,4000,0,0,98340,98340,1/15/21,2021-01
S,Seychelles,938.5,762,57.4,16,2.333333333,2,0.2,0,0,0,9681.2,13163,9681.2,13163,0,0,98340,98340,1/20/21,2021-01
S,Seychelles,1135.166667,1069,25.8,36,3,3,0,0,0,0,25565.6,19889,25565.6,19889,0,0,98340,98340,1/25/21,2021-01
S,Seychelles,1195.5,1186,21.5,24,4,4,0.5,1,0,0,0,0,0,0,0,0,98340,98340,1/30/21,2021-01
S,Sierra Leone,2773.166667,2724,26,51,76.33333333,76,0.2,0,0,0,0,0,0,0,0,0,7976985,7976985,1/5/21,2021-01
S,Sierra Leone,2887.166667,2834,26,31,77,77,0,0,0,0,0,0,0,0,0,0,7976985,7976985,1/10/21,2021-01
S,Sierra Leone,3001.5,2959,19.4,26,77,77,0,0,0,0,0,0,0,0,0,0,7976985,7976985,1/15/21,2021-01
S,Sierra Leone,3106,3030,21.8,0,77,77,0,0,0,0,0,0,0,0,0,0,7976985,7976985,1/20/21,2021-01
S,Sierra Leone,3299.166667,3173,48.6,34,77,77,0.4,0,0,0,0,0,0,0,0,0,7976985,7976985,1/25/21,2021-01
S,Sierra Leone,3560.5,3528,105.5,146,79,79,0,0,0,0,0,0,0,0,0,0,7976985,7976985,1/30/21,2021-01
S,Singapore,58825,58749,28.8,28,29,29,0,0,0,0,0,0,0,0,0,0,5850343,5850343,1/5/21,2021-01
S,Singapore,58975.66667,58907,32.8,42,29,29,0,0,1167436.2,0,1920,0,1920,0,0,0,5850343,5850343,1/10/21,2021-01
S,Singapore,59122.66667,59059,25.6,30,29,29,0,0,1212229.4,0,0,0,0,0,0,0,5850343,5850343,1/15/21,2021-01
S,Singapore,59267,59197,30.2,40,29,29,0,0,0,0,12000,0,12000,0,0,0,5850343,5850343,1/20/21,2021-01
S,Singapore,59415,59352,28.2,44,29,29,0,0,1263071.4,6315357,22610,0,22600,0,10,0,5850343,5850343,1/25/21,2021-01
S,Singapore,59521.5,59507,43.5,58,29,29,0,0,0,0,77525,0,77500,0,25,0,5850343,5850343,1/30/21,2021-01
S,Slovakia,199988,191088,3427.4,2989,2659,2603,63,82,3620213.8,3494425,12768.6,425,12768.6,425,0,0,5459643,5459643,1/5/21,2021-01
S,Slovakia,213749.5,208209,2548.4,2973,3009,2918,84.8,82,3970138,3810388,39242.8,25396,39242.8,25396,0,0,5459643,5459643,1/10/21,2021-01
S,Slovakia,224373.5,220707,1663.2,2729,3417.666667,3362,75.4,102,4311820.6,4187241,68251.2,62197,67885.4,62197,365.8,0,5459643,5459643,1/15/21,2021-01
S,Slovakia,233520.1667,228778,2036.4,2484,3810.666667,3737,86.2,100,5342103.4,4596506,98011.6,87984,95404.4,85975,2607.2,2009,5459643,5459643,1/20/21,2021-01
S,Slovakia,242443.5,237027,1906.4,551,4229.666667,4068,85.4,0,6814583,6543054,127638.8,111310,121112.2,106227,6526.6,5083,5459643,5459643,1/25/21,2021-01
S,Slovakia,249051.5,248190,1952.5,2182,4603.5,4565,73.5,70,7690856.5,7562199,148804.5,148664,139250.5,139194,9554,9470,5459643,5459643,1/30/21,2021-01
S,Slovenia,134844.5,128370,2532,2512,2896.333333,2868,27,30,707925.2,697182,24797.2,15912,24796.8,15912,0.4,0,2078932,2078932,1/5/21,2021-01
S,Slovenia,142791.3333,139281,1390.8,763,3024.333333,2998,24,25,729454.6,718095,34897.2,30179,34895.6,30178,1.6,1,2078932,2078932,1/10/21,2021-01
S,Slovenia,149684.8333,147016,1133,1544,3147,3121,27.6,28,751136.2,745097,49616.6,48830,49076.2,48680,540.4,150,2078932,2078932,1/15/21,2021-01
S,Slovenia,156027.1667,152851,1338.6,1714,3283.333333,3257,25.8,26,772156.2,764501,61817.4,56402,52635.4,50796,9182,5606,2078932,2078932,1/20/21,2021-01
S,Slovenia,162209.3333,158131,1339.8,301,3403.333333,3379,21.6,19,791882.4,781911,72071.4,64193,54073.4,53524,17998,10669,2078932,2078932,1/25/21,2021-01
S,Slovenia,166180,165887,972,1358,3496.5,3490,17.5,22,804230.5,803500,81936,81935,54968,54968,26968,26967,2078932,2078932,1/30/21,2021-01
S,Solomon Islands,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686878,686878,1/5/21,2021-01
S,Solomon Islands,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686878,686878,1/10/21,2021-01
